,number,value,datetime_start,datetime_complete,duration,params_alpha,params_decay_interval,params_decay_rate,params_gamma,params_initialization,params_max_steps,state
922,922,19261.0,2023-11-15 10:43:21.823395,2023-11-15 10:43:21.957277,0 days 00:00:00.133882,0.1,10,0.75,0.9,3,147,COMPLETE
923,923,16725.5,2023-11-15 10:43:21.958631,2023-11-15 10:43:22.098988,0 days 00:00:00.140357,0.1,40,0.5,0.9,0,73,COMPLETE
924,924,19110.25,2023-11-15 10:43:22.100306,2023-11-15 10:43:22.236900,0 days 00:00:00.136594,0.1,10,0.75,0.9,6,150,COMPLETE
925,925,14093.75,2023-11-15 10:43:22.237948,2023-11-15 10:43:22.403460,0 days 00:00:00.165512,0.1,70,0.75,0.9,2,62,COMPLETE
926,926,4011.5,2023-11-15 10:43:22.404586,2023-11-15 10:43:22.610257,0 days 00:00:00.205671,0.1,10,0.75,0.2,4,68,COMPLETE
927,927,19261.0,2023-11-15 10:43:22.611353,2023-11-15 10:43:22.746730,0 days 00:00:00.135377,0.1,10,0.5,0.9,0,143,COMPLETE
928,928,19314.5,2023-11-15 10:43:22.747915,2023-11-15 10:43:22.881593,0 days 00:00:00.133678,0.1,10,0.75,0.9,2,145,COMPLETE
929,929,19207.5,2023-11-15 10:43:22.882690,2023-11-15 10:43:23.027748,0 days 00:00:00.145058,0.1,10,0.75,0.9,4,72,COMPLETE
930,930,7124.75,2023-11-15 10:43:23.028890,2023-11-15 10:43:23.301624,0 days 00:00:00.272734,0.1,10,0.75,0.1,8,147,COMPLETE
931,931,18394.75,2023-11-15 10:43:23.302675,2023-11-15 10:43:23.447810,0 days 00:00:00.145135,0.1,20,0.25,0.30000000000000004,0,142,COMPLETE
932,932,4384.75,2023-11-15 10:43:23.448795,2023-11-15 10:43:23.655308,0 days 00:00:00.206513,0.1,10,0.75,0.2,2,75,COMPLETE
933,933,18891.5,2023-11-15 10:43:23.656363,2023-11-15 10:43:23.793415,0 days 00:00:00.137052,0.30000000000000004,10,1.25,0.9,6,70,COMPLETE
934,934,18668.25,2023-11-15 10:43:23.794516,2023-11-15 10:43:23.930572,0 days 00:00:00.136056,0.1,10,0.75,0.9,2,66,COMPLETE
935,935,19069.75,2023-11-15 10:43:23.931791,2023-11-15 10:43:24.073191,0 days 00:00:00.141400,0.1,10,1.25,0.9,0,150,COMPLETE
936,936,19171.5,2023-11-15 10:43:24.074278,2023-11-15 10:43:24.211127,0 days 00:00:00.136849,0.1,10,1.5,0.9,3,146,COMPLETE
937,937,13140.75,2023-11-15 10:43:24.212321,2023-11-15 10:43:24.412728,0 days 00:00:00.200407,0.1,10,0.75,0.2,4,140,COMPLETE
938,938,19261.0,2023-11-15 10:43:24.413959,2023-11-15 10:43:24.547460,0 days 00:00:00.133501,0.1,10,1.25,0.30000000000000004,0,144,COMPLETE
939,939,10176.25,2023-11-15 10:43:24.548552,2023-11-15 10:43:24.772796,0 days 00:00:00.224244,0.1,10,0.75,0.1,2,148,COMPLETE
940,940,18798.25,2023-11-15 10:43:24.773837,2023-11-15 10:43:24.911368,0 days 00:00:00.137531,0.1,10,1.25,0.9,6,71,COMPLETE
941,941,12656.0,2023-11-15 10:43:24.912557,2023-11-15 10:43:25.065247,0 days 00:00:00.152690,0.1,10,0.75,0.9,22,57,COMPLETE
942,942,18394.75,2023-11-15 10:43:25.066452,2023-11-15 10:43:25.215801,0 days 00:00:00.149349,0.1,20,0.75,0.9,0,142,COMPLETE
943,943,19085.75,2023-11-15 10:43:25.217043,2023-11-15 10:43:25.362586,0 days 00:00:00.145543,0.1,10,0.5,0.9,4,74,COMPLETE
944,944,7862.0,2023-11-15 10:43:25.363652,2023-11-15 10:43:25.608084,0 days 00:00:00.244432,0.1,10,1.5,0.1,2,145,COMPLETE
945,945,12729.0,2023-11-15 10:43:25.610848,2023-11-15 10:43:25.812146,0 days 00:00:00.201298,0.7000000000000001,10,1.25,0.2,2,148,COMPLETE
946,946,19000.5,2023-11-15 10:43:25.813677,2023-11-15 10:43:25.949129,0 days 00:00:00.135452,0.1,10,1.25,0.9,0,68,COMPLETE
947,947,19066.75,2023-11-15 10:43:25.950307,2023-11-15 10:43:26.087869,0 days 00:00:00.137562,0.1,10,0.75,0.9,5,140,COMPLETE
948,948,12644.5,2023-11-15 10:43:26.088941,2023-11-15 10:43:26.251050,0 days 00:00:00.162109,0.1,10,0.75,0.9,7,64,COMPLETE
949,949,14178.75,2023-11-15 10:43:26.252193,2023-11-15 10:43:26.440473,0 days 00:00:00.188280,0.1,10,0.25,0.30000000000000004,2,150,COMPLETE
950,950,2495.75,2023-11-15 10:43:26.441686,2023-11-15 10:43:26.674220,0 days 00:00:00.232534,0.30000000000000004,20,1.25,0.1,41,75,COMPLETE
951,951,18621.5,2023-11-15 10:43:26.675624,2023-11-15 10:43:26.854536,0 days 00:00:00.178912,0.1,10,0.75,0.9,37,145,COMPLETE
952,952,19261.0,2023-11-15 10:43:26.855925,2023-11-15 10:43:26.989152,0 days 00:00:00.133227,0.30000000000000004,10,1.25,0.9,18,143,COMPLETE
953,953,18642.25,2023-11-15 10:43:26.990161,2023-11-15 10:43:27.139734,0 days 00:00:00.149573,0.1,10,0.75,0.9,4,114,COMPLETE
954,954,15842.0,2023-11-15 10:43:27.140871,2023-11-15 10:43:27.285638,0 days 00:00:00.144767,0.1,50,1.25,0.2,0,72,COMPLETE
955,955,18890.25,2023-11-15 10:43:27.286647,2023-11-15 10:43:27.430312,0 days 00:00:00.143665,0.2,10,0.75,0.9,2,69,COMPLETE
956,956,19067.0,2023-11-15 10:43:27.431355,2023-11-15 10:43:27.569706,0 days 00:00:00.138351,0.2,10,1.25,0.1,0,137,COMPLETE
957,957,13692.5,2023-11-15 10:43:27.570738,2023-11-15 10:43:27.748357,0 days 00:00:00.177619,0.30000000000000004,90,0.75,0.9,28,147,COMPLETE
958,958,18969.25,2023-11-15 10:43:27.749391,2023-11-15 10:43:27.886814,0 days 00:00:00.137423,0.1,10,1.25,0.9,4,141,COMPLETE
959,959,14448.75,2023-11-15 10:43:27.888138,2023-11-15 10:43:28.078113,0 days 00:00:00.189975,0.2,10,0.75,0.2,9,147,COMPLETE
960,960,13951.0,2023-11-15 10:43:28.079272,2023-11-15 10:43:28.272190,0 days 00:00:00.192918,0.2,20,1.25,0.5,2,144,COMPLETE
961,961,15171.75,2023-11-15 10:43:28.273423,2023-11-15 10:43:28.434639,0 days 00:00:00.161216,0.2,60,1.5,0.9,6,75,COMPLETE
962,962,7451.75,2023-11-15 10:43:28.435796,2023-11-15 10:43:28.661283,0 days 00:00:00.225487,0.2,10,0.75,0.30000000000000004,83,71,COMPLETE
963,963,19261.0,2023-11-15 10:43:28.662407,2023-11-15 10:43:28.846336,0 days 00:00:00.183929,0.1,10,0.5,0.9,0,150,COMPLETE
964,964,686.5,2023-11-15 10:43:28.847772,2023-11-15 10:43:29.144153,0 days 00:00:00.296381,0.2,10,1.25,0.1,4,66,COMPLETE
965,965,17641.75,2023-11-15 10:43:29.145682,2023-11-15 10:43:29.309334,0 days 00:00:00.163652,0.2,30,0.75,0.8,2,102,COMPLETE
966,966,5609.5,2023-11-15 10:43:29.311087,2023-11-15 10:43:29.555382,0 days 00:00:00.244295,0.9,10,1.25,0.9,76,77,COMPLETE
967,967,19359.75,2023-11-15 10:43:29.556477,2023-11-15 10:43:29.690518,0 days 00:00:00.134041,0.1,10,0.75,0.9,0,145,COMPLETE
968,968,18765.0,2023-11-15 10:43:29.692529,2023-11-15 10:43:29.840422,0 days 00:00:00.147893,0.1,10,0.75,0.9,3,139,COMPLETE
969,969,0.0,2023-11-15 10:43:29.841672,2023-11-15 10:43:29.985195,0 days 00:00:00.143523,0.1,10,0.75,0.9,7,14,COMPLETE
970,970,18597.25,2023-11-15 10:43:29.986262,2023-11-15 10:43:30.135008,0 days 00:00:00.148746,0.1,10,0.75,0.9,46,142,COMPLETE
971,971,19271.0,2023-11-15 10:43:30.136091,2023-11-15 10:43:30.280313,0 days 00:00:00.144222,0.1,10,0.75,0.9,0,148,COMPLETE
972,972,19350.75,2023-11-15 10:43:30.281511,2023-11-15 10:43:30.420237,0 days 00:00:00.138726,0.1,10,0.75,0.9,5,145,COMPLETE
973,973,18125.75,2023-11-15 10:43:30.421331,2023-11-15 10:43:30.568806,0 days 00:00:00.147475,0.1,10,0.75,0.9,9,69,COMPLETE
974,974,17680.25,2023-11-15 10:43:30.570097,2023-11-15 10:43:30.714749,0 days 00:00:00.144652,0.1,20,0.75,0.9,9,73,COMPLETE
975,975,19110.25,2023-11-15 10:43:30.716110,2023-11-15 10:43:30.857787,0 days 00:00:00.141677,0.1,10,0.75,0.9,6,150,COMPLETE
976,976,10897.25,2023-11-15 10:43:30.858856,2023-11-15 10:43:31.074049,0 days 00:00:00.215193,0.1,10,0.75,0.30000000000000004,7,143,COMPLETE
977,977,19261.0,2023-11-15 10:43:31.075234,2023-11-15 10:43:31.207555,0 days 00:00:00.132321,0.1,10,0.75,0.9,5,147,COMPLETE
978,978,5679.5,2023-11-15 10:43:31.209010,2023-11-15 10:43:31.486050,0 days 00:00:00.277040,0.1,10,0.75,0.1,63,138,COMPLETE
979,979,18830.75,2023-11-15 10:43:31.487536,2023-11-15 10:43:31.627253,0 days 00:00:00.139717,0.1,10,0.75,0.9,5,77,COMPLETE
980,980,1075.25,2023-11-15 10:43:31.628376,2023-11-15 10:43:31.858072,0 days 00:00:00.229696,0.1,10,0.75,0.2,53,61,COMPLETE
981,981,18207.75,2023-11-15 10:43:31.859388,2023-11-15 10:43:32.004728,0 days 00:00:00.145340,0.2,20,0.5,0.9,8,141,COMPLETE
982,982,18740.5,2023-11-15 10:43:32.005809,2023-11-15 10:43:32.177840,0 days 00:00:00.172031,0.1,10,0.75,0.9,4,71,COMPLETE
983,983,19292.25,2023-11-15 10:43:32.179380,2023-11-15 10:43:32.321833,0 days 00:00:00.142453,0.2,10,0.75,0.9,2,145,COMPLETE
984,984,18090.5,2023-11-15 10:43:32.322984,2023-11-15 10:43:32.473471,0 days 00:00:00.150487,0.8,10,1.25,0.9,4,67,COMPLETE
985,985,18970.5,2023-11-15 10:43:32.474779,2023-11-15 10:43:32.610101,0 days 00:00:00.135322,0.2,10,0.75,0.30000000000000004,0,95,COMPLETE
986,986,6132.25,2023-11-15 10:43:32.611160,2023-11-15 10:43:32.810853,0 days 00:00:00.199693,0.1,10,0.75,0.1,2,74,COMPLETE
987,987,4182.5,2023-11-15 10:43:32.811931,2023-11-15 10:43:33.128102,0 days 00:00:00.316171,0.2,10,1.25,0.2,6,147,COMPLETE
988,988,18981.5,2023-11-15 10:43:33.129142,2023-11-15 10:43:33.279098,0 days 00:00:00.149956,0.2,10,0.5,0.9,0,135,COMPLETE
989,989,19051.5,2023-11-15 10:43:33.280099,2023-11-15 10:43:33.420808,0 days 00:00:00.140709,0.2,10,0.75,0.9,3,142,COMPLETE
990,990,19165.25,2023-11-15 10:43:33.421938,2023-11-15 10:43:33.569560,0 days 00:00:00.147622,0.2,10,1.25,0.9,11,145,COMPLETE
991,991,19082.5,2023-11-15 10:43:33.570853,2023-11-15 10:43:33.708324,0 days 00:00:00.137471,0.1,10,0.75,0.9,2,150,COMPLETE
992,992,5951.0,2023-11-15 10:43:33.709856,2023-11-15 10:43:33.910852,0 days 00:00:00.200996,0.2,10,1.25,0.2,4,70,COMPLETE
993,993,0.0,2023-11-15 10:43:33.911914,2023-11-15 10:43:34.029219,0 days 00:00:00.117305,0.2,10,0.75,0.9,0,2,COMPLETE
994,994,18873.25,2023-11-15 10:43:34.030335,2023-11-15 10:43:34.172150,0 days 00:00:00.141815,0.1,10,1.25,0.9,7,75,COMPLETE
995,995,12721.25,2023-11-15 10:43:34.173333,2023-11-15 10:43:34.373720,0 days 00:00:00.200387,0.2,20,0.75,0.30000000000000004,2,147,COMPLETE
996,996,4182.5,2023-11-15 10:43:34.375058,2023-11-15 10:43:34.672143,0 days 00:00:00.297085,0.2,10,1.5,0.1,5,140,COMPLETE
997,997,18971.75,2023-11-15 10:43:34.673479,2023-11-15 10:43:34.841189,0 days 00:00:00.167710,0.1,10,1.25,0.9,0,66,COMPLETE
998,998,18992.75,2023-11-15 10:43:34.842591,2023-11-15 10:43:35.008981,0 days 00:00:00.166390,0.2,10,0.75,0.9,3,143,COMPLETE
999,999,19260.75,2023-11-15 10:43:35.010380,2023-11-15 10:43:35.145838,0 days 00:00:00.135458,0.2,10,1.25,0.1,0,78,COMPLETE
1000,1000,8445.75,2023-11-15 10:43:35.146865,2023-11-15 10:43:35.384171,0 days 00:00:00.237306,0.1,10,0.75,0.2,2,131,COMPLETE
1001,1001,18490.0,2023-11-15 10:43:35.385257,2023-11-15 10:43:35.532589,0 days 00:00:00.147332,0.2,20,1.25,0.9,5,72,COMPLETE
1002,1002,18774.75,2023-11-15 10:43:35.533656,2023-11-15 10:43:35.679023,0 days 00:00:00.145367,0.2,10,0.75,0.9,2,122,COMPLETE
1003,1003,19261.0,2023-11-15 10:43:35.680286,2023-11-15 10:43:35.828369,0 days 00:00:00.148083,0.1,10,0.5,0.9,0,147,COMPLETE
1004,1004,19163.5,2023-11-15 10:43:35.829370,2023-11-15 10:43:35.970666,0 days 00:00:00.141296,0.2,10,0.75,0.9,8,150,COMPLETE
1005,1005,2597.5,2023-11-15 10:43:35.971715,2023-11-15 10:43:36.314209,0 days 00:00:00.342494,0.2,10,1.5,0.1,4,144,COMPLETE
1006,1006,325.75,2023-11-15 10:43:36.315278,2023-11-15 10:43:36.565113,0 days 00:00:00.249835,0.1,10,1.25,0.30000000000000004,14,64,COMPLETE
1007,1007,11605.75,2023-11-15 10:43:36.566175,2023-11-15 10:43:36.767446,0 days 00:00:00.201271,0.2,10,0.75,0.2,2,137,COMPLETE
1008,1008,18203.75,2023-11-15 10:43:36.768650,2023-11-15 10:43:36.917796,0 days 00:00:00.149146,0.2,10,1.25,0.9,35,68,COMPLETE
1009,1009,19260.75,2023-11-15 10:43:36.918950,2023-11-15 10:43:37.063022,0 days 00:00:00.144072,0.30000000000000004,10,0.75,0.9,0,73,COMPLETE
1010,1010,19066.25,2023-11-15 10:43:37.064112,2023-11-15 10:43:37.208723,0 days 00:00:00.144611,0.2,10,1.25,0.9,6,141,COMPLETE
1011,1011,19350.75,2023-11-15 10:43:37.210304,2023-11-15 10:43:37.356574,0 days 00:00:00.146270,0.1,10,0.75,0.9,4,145,COMPLETE
1012,1012,11646.0,2023-11-15 10:43:37.357580,2023-11-15 10:43:37.571306,0 days 00:00:00.213726,0.2,20,1.25,0.2,2,148,COMPLETE
1013,1013,18886.0,2023-11-15 10:43:37.572305,2023-11-15 10:43:37.708024,0 days 00:00:00.135719,0.7000000000000001,10,0.75,0.1,0,75,COMPLETE
1014,1014,19068.5,2023-11-15 10:43:37.709632,2023-11-15 10:43:37.853433,0 days 00:00:00.143801,0.2,10,1.25,0.9,4,70,COMPLETE
1015,1015,19166.0,2023-11-15 10:43:37.854733,2023-11-15 10:43:37.998224,0 days 00:00:00.143491,0.1,10,0.75,0.9,2,143,COMPLETE
1016,1016,10835.0,2023-11-15 10:43:37.999279,2023-11-15 10:43:38.223172,0 days 00:00:00.223893,0.2,10,1.25,0.30000000000000004,67,150,COMPLETE
1017,1017,19066.25,2023-11-15 10:43:38.224188,2023-11-15 10:43:38.368384,0 days 00:00:00.144196,0.2,10,0.75,0.9,7,140,COMPLETE
1018,1018,19359.75,2023-11-15 10:43:38.369515,2023-11-15 10:43:38.521829,0 days 00:00:00.152314,0.2,10,0.25,0.1,0,146,COMPLETE
1019,1019,17104.25,2023-11-15 10:43:38.522899,2023-11-15 10:43:38.712703,0 days 00:00:00.189804,0.2,40,0.25,0.1,0,147,COMPLETE
1020,1020,19260.75,2023-11-15 10:43:38.713743,2023-11-15 10:43:38.858858,0 days 00:00:00.145115,0.2,10,0.25,0.1,0,78,COMPLETE
1021,1021,19261.0,2023-11-15 10:43:38.860510,2023-11-15 10:43:39.016681,0 days 00:00:00.156171,0.2,10,0.5,0.1,0,147,COMPLETE
1022,1022,6716.0,2023-11-15 10:43:39.017940,2023-11-15 10:43:39.205660,0 days 00:00:00.187720,0.2,10,0.5,0.1,2,69,COMPLETE
1023,1023,19165.25,2023-11-15 10:43:39.207044,2023-11-15 10:43:39.360742,0 days 00:00:00.153698,0.30000000000000004,10,0.25,0.1,0,73,COMPLETE
1024,1024,13474.25,2023-11-15 10:43:39.361801,2023-11-15 10:43:39.565322,0 days 00:00:00.203521,0.2,10,0.25,0.1,2,150,COMPLETE
1025,1025,18394.75,2023-11-15 10:43:39.566488,2023-11-15 10:43:39.717135,0 days 00:00:00.150647,0.2,20,0.5,0.1,0,142,COMPLETE
1026,1026,13320.5,2023-11-15 10:43:39.718188,2023-11-15 10:43:39.914857,0 days 00:00:00.196669,0.2,20,0.5,0.1,2,145,COMPLETE
1027,1027,8932.5,2023-11-15 10:43:39.916042,2023-11-15 10:43:40.101983,0 days 00:00:00.185941,0.2,10,0.25,0.1,2,66,COMPLETE
1028,1028,19187.5,2023-11-15 10:43:40.103047,2023-11-15 10:43:40.251503,0 days 00:00:00.148456,0.2,10,0.25,0.1,0,76,COMPLETE
1029,1029,13041.0,2023-11-15 10:43:40.252559,2023-11-15 10:43:40.445637,0 days 00:00:00.193078,0.2,10,0.5,0.1,3,138,COMPLETE
1030,1030,19260.75,2023-11-15 10:43:40.446778,2023-11-15 10:43:40.590303,0 days 00:00:00.143525,0.2,10,1.25,0.1,0,71,COMPLETE
1031,1031,13060.5,2023-11-15 10:43:40.591366,2023-11-15 10:43:40.800414,0 days 00:00:00.209048,0.2,10,0.25,0.1,2,147,COMPLETE
1032,1032,12843.75,2023-11-15 10:43:40.801401,2023-11-15 10:43:41.007414,0 days 00:00:00.206013,0.2,10,0.25,0.1,3,143,COMPLETE
1033,1033,14845.5,2023-11-15 10:43:41.008725,2023-11-15 10:43:41.182020,0 days 00:00:00.173295,0.2,70,1.25,0.2,0,150,COMPLETE
1034,1034,8555.5,2023-11-15 10:43:41.183048,2023-11-15 10:43:41.364010,0 days 00:00:00.180962,0.30000000000000004,10,0.25,0.1,4,62,COMPLETE
1035,1035,16286.75,2023-11-15 10:43:41.365039,2023-11-15 10:43:41.537708,0 days 00:00:00.172669,0.2,10,0.5,0.2,2,145,COMPLETE
1036,1036,19260.75,2023-11-15 10:43:41.538749,2023-11-15 10:43:41.677893,0 days 00:00:00.139144,0.2,10,1.25,0.1,0,74,COMPLETE
1037,1037,8213.25,2023-11-15 10:43:41.679350,2023-11-15 10:43:41.871848,0 days 00:00:00.192498,0.2,10,0.25,0.1,2,69,COMPLETE
1038,1038,12615.25,2023-11-15 10:43:41.872972,2023-11-15 10:43:42.035850,0 days 00:00:00.162878,0.2,80,1.5,0.2,4,79,COMPLETE
1039,1039,19261.0,2023-11-15 10:43:42.036939,2023-11-15 10:43:42.177654,0 days 00:00:00.140715,0.2,10,1.25,0.30000000000000004,0,140,COMPLETE
1040,1040,2597.5,2023-11-15 10:43:42.178747,2023-11-15 10:43:42.521863,0 days 00:00:00.343116,0.30000000000000004,10,1.25,0.1,2,147,COMPLETE
1041,1041,12709.5,2023-11-15 10:43:42.522921,2023-11-15 10:43:42.723899,0 days 00:00:00.200978,0.2,10,0.5,0.1,4,142,COMPLETE
1042,1042,18490.0,2023-11-15 10:43:42.725186,2023-11-15 10:43:42.871827,0 days 00:00:00.146641,0.2,20,1.25,0.30000000000000004,0,72,COMPLETE
1043,1043,13009.0,2023-11-15 10:43:42.872987,2023-11-15 10:43:43.088002,0 days 00:00:00.215015,0.2,10,0.25,0.2,70,134,COMPLETE
1044,1044,9238.0,2023-11-15 10:43:43.089039,2023-11-15 10:43:43.373485,0 days 00:00:00.284446,0.2,10,1.25,0.2,2,148,COMPLETE
1045,1045,19359.75,2023-11-15 10:43:43.375052,2023-11-15 10:43:43.552335,0 days 00:00:00.177283,0.2,10,1.25,0.8,0,145,COMPLETE
1046,1046,100.0,2023-11-15 10:43:43.553765,2023-11-15 10:43:43.851921,0 days 00:00:00.298156,0.2,10,1.25,0.8,86,65,COMPLETE
1047,1047,19163.75,2023-11-15 10:43:43.853244,2023-11-15 10:43:44.046754,0 days 00:00:00.193510,0.2,10,1.25,0.5,0,150,COMPLETE
1048,1048,19163.75,2023-11-15 10:43:44.048970,2023-11-15 10:43:44.216011,0 days 00:00:00.167041,0.2,10,1.25,0.8,0,76,COMPLETE
1049,1049,0.0,2023-11-15 10:43:44.217501,2023-11-15 10:43:44.377210,0 days 00:00:00.159709,0.2,10,1.25,0.8,0,5,COMPLETE
1050,1050,17454.0,2023-11-15 10:43:44.379943,2023-11-15 10:43:44.550695,0 days 00:00:00.170752,0.2,20,1.25,0.8,2,144,COMPLETE
1051,1051,19072.5,2023-11-15 10:43:44.552019,2023-11-15 10:43:44.705475,0 days 00:00:00.153456,0.30000000000000004,10,1.25,0.8,0,138,COMPLETE
1052,1052,18606.0,2023-11-15 10:43:44.706558,2023-11-15 10:43:44.856154,0 days 00:00:00.149596,0.2,10,1.25,0.8,2,68,COMPLETE
1053,1053,19358.5,2023-11-15 10:43:44.857233,2023-11-15 10:43:44.996939,0 days 00:00:00.139706,0.2,10,1.25,0.1,0,72,COMPLETE
1054,1054,2597.5,2023-11-15 10:43:44.997986,2023-11-15 10:43:45.350002,0 days 00:00:00.352016,0.2,10,1.25,0.1,2,147,COMPLETE
1055,1055,17730.0,2023-11-15 10:43:45.351520,2023-11-15 10:43:45.504824,0 days 00:00:00.153304,0.2,10,1.25,0.8,2,59,COMPLETE
1056,1056,19261.0,2023-11-15 10:43:45.506024,2023-11-15 10:43:45.652937,0 days 00:00:00.146913,0.2,10,1.25,0.1,0,141,COMPLETE
1057,1057,7672.25,2023-11-15 10:43:45.653996,2023-11-15 10:43:45.911306,0 days 00:00:00.257310,0.2,10,1.25,0.5,3,144,COMPLETE
1058,1058,19260.75,2023-11-15 10:43:45.912609,2023-11-15 10:43:46.058111,0 days 00:00:00.145502,0.2,10,1.25,0.30000000000000004,0,76,COMPLETE
1059,1059,19163.5,2023-11-15 10:43:46.059489,2023-11-15 10:43:46.205168,0 days 00:00:00.145679,0.2,10,1.5,0.9,2,150,COMPLETE
1060,1060,4182.5,2023-11-15 10:43:46.206224,2023-11-15 10:43:46.517129,0 days 00:00:00.310905,0.30000000000000004,10,1.25,0.2,4,147,COMPLETE
1061,1061,19078.5,2023-11-15 10:43:46.518179,2023-11-15 10:43:46.684243,0 days 00:00:00.166064,0.2,10,1.25,0.9,0,70,COMPLETE
1062,1062,18787.25,2023-11-15 10:43:46.685330,2023-11-15 10:43:46.856426,0 days 00:00:00.171096,0.2,10,1.25,0.8,2,142,COMPLETE
1063,1063,4234.5,2023-11-15 10:43:46.857481,2023-11-15 10:43:47.074832,0 days 00:00:00.217351,0.2,10,1.25,0.1,93,73,COMPLETE
1064,1064,18202.25,2023-11-15 10:43:47.076198,2023-11-15 10:43:47.221233,0 days 00:00:00.145035,0.2,20,1.25,0.9,4,79,COMPLETE
1065,1065,19270.0,2023-11-15 10:43:47.222276,2023-11-15 10:43:47.365982,0 days 00:00:00.143706,0.2,10,1.25,0.9,0,145,COMPLETE
1066,1066,19161.25,2023-11-15 10:43:47.367090,2023-11-15 10:43:47.517575,0 days 00:00:00.150485,0.2,10,1.25,0.9,2,139,COMPLETE
1067,1067,100.75,2023-11-15 10:43:47.518722,2023-11-15 10:43:47.787663,0 days 00:00:00.268941,0.2,10,1.25,0.1,3,67,COMPLETE
1068,1068,19261.0,2023-11-15 10:43:47.788751,2023-11-15 10:43:47.935514,0 days 00:00:00.146763,0.30000000000000004,10,0.5,0.2,0,147,COMPLETE
1069,1069,19261.0,2023-11-15 10:43:47.936521,2023-11-15 10:43:48.079548,0 days 00:00:00.143027,0.2,10,1.25,0.9,2,143,COMPLETE
1070,1070,19068.5,2023-11-15 10:43:48.080610,2023-11-15 10:43:48.224464,0 days 00:00:00.143854,0.2,10,1.25,0.9,4,70,COMPLETE
1071,1071,19260.75,2023-11-15 10:43:48.225940,2023-11-15 10:43:48.369937,0 days 00:00:00.143997,0.2,10,1.5,0.1,0,75,COMPLETE
1072,1072,3803.0,2023-11-15 10:43:48.371002,2023-11-15 10:43:48.693971,0 days 00:00:00.322969,0.2,20,1.25,0.2,2,150,COMPLETE
1073,1073,18396.75,2023-11-15 10:43:48.695136,2023-11-15 10:43:48.864311,0 days 00:00:00.169175,0.2,10,0.25,0.9,4,137,COMPLETE
1074,1074,19270.0,2023-11-15 10:43:48.865379,2023-11-15 10:43:49.017304,0 days 00:00:00.151925,0.2,10,1.25,0.9,0,145,COMPLETE
1075,1075,757.0,2023-11-15 10:43:49.018459,2023-11-15 10:43:49.258547,0 days 00:00:00.240088,0.8,10,1.25,0.9,2,64,COMPLETE
1076,1076,16386.0,2023-11-15 10:43:49.259926,2023-11-15 10:43:49.428500,0 days 00:00:00.168574,0.2,50,1.5,0.1,0,142,COMPLETE
1077,1077,19084.5,2023-11-15 10:43:49.430423,2023-11-15 10:43:49.580101,0 days 00:00:00.149678,0.30000000000000004,10,1.25,0.9,4,73,COMPLETE
1078,1078,15784.0,2023-11-15 10:43:49.581171,2023-11-15 10:43:49.757970,0 days 00:00:00.176799,0.2,10,0.5,0.30000000000000004,2,147,COMPLETE
1079,1079,18787.0,2023-11-15 10:43:49.760002,2023-11-15 10:43:49.913005,0 days 00:00:00.153003,0.2,10,1.25,0.8,5,140,COMPLETE
1080,1080,18224.5,2023-11-15 10:43:49.914069,2023-11-15 10:43:50.074331,0 days 00:00:00.160262,0.2,10,0.25,0.9,0,105,COMPLETE
1081,1081,2595.75,2023-11-15 10:43:50.075556,2023-11-15 10:43:50.432594,0 days 00:00:00.357038,0.2,20,1.25,0.1,2,148,COMPLETE
1082,1082,6783.25,2023-11-15 10:43:50.433778,2023-11-15 10:43:50.633858,0 days 00:00:00.200080,0.6,10,1.25,0.2,4,77,COMPLETE
1083,1083,19270.0,2023-11-15 10:43:50.635154,2023-11-15 10:43:50.786803,0 days 00:00:00.151649,0.2,10,1.25,0.9,0,145,COMPLETE
1084,1084,6840.75,2023-11-15 10:43:50.787879,2023-11-15 10:43:50.988420,0 days 00:00:00.200541,0.2,10,1.5,0.5,2,70,COMPLETE
1085,1085,16007.0,2023-11-15 10:43:50.989698,2023-11-15 10:43:51.136449,0 days 00:00:00.146751,0.7000000000000001,40,1.25,0.30000000000000004,6,67,COMPLETE
1086,1086,19163.5,2023-11-15 10:43:51.137558,2023-11-15 10:43:51.290661,0 days 00:00:00.153103,0.30000000000000004,10,1.25,0.9,2,150,COMPLETE
1087,1087,18401.75,2023-11-15 10:43:51.292097,2023-11-15 10:43:51.433008,0 days 00:00:00.140911,0.2,10,0.5,0.9,0,36,COMPLETE
1088,1088,3235.5,2023-11-15 10:43:51.434100,2023-11-15 10:43:51.768929,0 days 00:00:00.334829,0.2,10,1.25,0.2,4,143,COMPLETE
1089,1089,6556.75,2023-11-15 10:43:51.770486,2023-11-15 10:43:51.975925,0 days 00:00:00.205439,0.2,20,1.25,0.1,2,73,COMPLETE
1090,1090,18793.5,2023-11-15 10:43:51.977698,2023-11-15 10:43:52.125571,0 days 00:00:00.147873,0.2,10,1.25,0.9,0,135,COMPLETE
1091,1091,12192.5,2023-11-15 10:43:52.126991,2023-11-15 10:43:52.341881,0 days 00:00:00.214890,0.2,10,1.25,0.9,78,147,COMPLETE
1092,1092,17745.75,2023-11-15 10:43:52.343239,2023-11-15 10:43:52.500797,0 days 00:00:00.157558,0.30000000000000004,10,1.25,0.8,6,126,COMPLETE
1093,1093,14632.75,2023-11-15 10:43:52.501874,2023-11-15 10:43:52.718324,0 days 00:00:00.216450,0.6,10,0.5,0.9,32,141,COMPLETE
