,number,value,datetime_start,datetime_complete,duration,params_alpha,params_decay_interval,params_decay_rate,params_gamma,params_initialization,params_max_steps,state
966,966,18973.5,2023-11-15 12:01:55.337575,2023-11-15 12:01:55.479864,0 days 00:00:00.142289,0.8,10,1.75,0.8,17,145,COMPLETE
967,967,18494.5,2023-11-15 12:01:55.480911,2023-11-15 12:01:55.623920,0 days 00:00:00.143009,0.8,10,1.75,0.8,16,140,COMPLETE
968,968,18300.0,2023-11-15 12:01:55.625036,2023-11-15 12:01:55.759625,0 days 00:00:00.134589,0.8,10,1.75,0.8,18,112,COMPLETE
969,969,18205.5,2023-11-15 12:01:55.761192,2023-11-15 12:01:55.910273,0 days 00:00:00.149081,0.8,10,1.75,0.8,18,137,COMPLETE
970,970,18492.25,2023-11-15 12:01:55.911651,2023-11-15 12:01:56.056774,0 days 00:00:00.145123,0.8,10,1.75,0.8,15,142,COMPLETE
971,971,18971.5,2023-11-15 12:01:56.057880,2023-11-15 12:01:56.196364,0 days 00:00:00.138484,0.8,10,1.75,0.8,16,145,COMPLETE
972,972,18397.5,2023-11-15 12:01:56.197605,2023-11-15 12:01:56.341910,0 days 00:00:00.144305,0.8,10,1.75,0.8,19,138,COMPLETE
973,973,18582.75,2023-11-15 12:01:56.343169,2023-11-15 12:01:56.480406,0 days 00:00:00.137237,0.8,10,2.0,0.8,15,132,COMPLETE
974,974,18586.0,2023-11-15 12:01:56.481472,2023-11-15 12:01:56.621543,0 days 00:00:00.140071,0.8,10,1.75,0.8,17,141,COMPLETE
975,975,18404.75,2023-11-15 12:01:56.622705,2023-11-15 12:01:56.770186,0 days 00:00:00.147481,0.8,10,1.75,0.8,20,143,COMPLETE
976,976,18293.75,2023-11-15 12:01:56.771384,2023-11-15 12:01:56.913709,0 days 00:00:00.142325,0.8,10,1.75,0.8,17,135,COMPLETE
977,977,17829.25,2023-11-15 12:01:56.914921,2023-11-15 12:01:57.070558,0 days 00:00:00.155637,0.8,20,1.75,0.8,17,144,COMPLETE
978,978,18399.25,2023-11-15 12:01:57.071718,2023-11-15 12:01:57.210598,0 days 00:00:00.138880,0.8,10,1.75,0.8,16,139,COMPLETE
979,979,18781.25,2023-11-15 12:01:57.211922,2023-11-15 12:01:57.352825,0 days 00:00:00.140903,0.8,10,2.0,0.8,20,145,COMPLETE
980,980,18492.25,2023-11-15 12:01:57.353966,2023-11-15 12:01:57.498748,0 days 00:00:00.144782,0.8,10,1.75,0.8,15,142,COMPLETE
981,981,18685.5,2023-11-15 12:01:57.499870,2023-11-15 12:01:57.646417,0 days 00:00:00.146547,0.8,10,1.75,0.8,17,144,COMPLETE
982,982,18781.25,2023-11-15 12:01:57.647470,2023-11-15 12:01:57.790947,0 days 00:00:00.143477,0.8,10,2.0,0.8,14,145,COMPLETE
983,983,13920.75,2023-11-15 12:01:57.792112,2023-11-15 12:01:57.924087,0 days 00:00:00.131975,0.8,10,1.75,0.8,14,27,COMPLETE
984,984,18494.5,2023-11-15 12:01:57.925471,2023-11-15 12:01:58.071279,0 days 00:00:00.145808,0.8,10,1.75,0.8,19,140,COMPLETE
985,985,13818.0,2023-11-15 12:01:58.072330,2023-11-15 12:01:58.248290,0 days 00:00:00.175960,0.8,90,1.75,0.8,16,146,COMPLETE
986,986,18492.25,2023-11-15 12:01:58.249413,2023-11-15 12:01:58.396237,0 days 00:00:00.146824,0.8,10,1.75,0.8,14,142,COMPLETE
987,987,18019.75,2023-11-15 12:01:58.397361,2023-11-15 12:01:58.549195,0 days 00:00:00.151834,0.8,20,1.75,0.8,16,147,COMPLETE
988,988,18205.5,2023-11-15 12:01:58.550311,2023-11-15 12:01:58.703685,0 days 00:00:00.153374,0.8,10,1.75,0.8,14,137,COMPLETE
989,989,18116.5,2023-11-15 12:01:58.704741,2023-11-15 12:01:58.844346,0 days 00:00:00.139605,0.8,10,1.75,0.8,19,100,COMPLETE
990,990,18971.5,2023-11-15 12:01:58.845702,2023-11-15 12:01:58.987568,0 days 00:00:00.141866,0.8,10,1.75,0.8,13,145,COMPLETE
991,991,18399.25,2023-11-15 12:01:58.988647,2023-11-15 12:01:59.132503,0 days 00:00:00.143856,0.8,10,1.75,0.8,17,139,COMPLETE
992,992,18587.5,2023-11-15 12:01:59.133535,2023-11-15 12:01:59.279131,0 days 00:00:00.145596,0.8,10,2.0,0.8,15,142,COMPLETE
993,993,18404.75,2023-11-15 12:01:59.280319,2023-11-15 12:01:59.427289,0 days 00:00:00.146970,0.8,10,1.75,0.8,13,143,COMPLETE
994,994,18494.5,2023-11-15 12:01:59.428925,2023-11-15 12:01:59.576192,0 days 00:00:00.147267,0.8,10,1.75,0.8,14,140,COMPLETE
995,995,18687.75,2023-11-15 12:01:59.577517,2023-11-15 12:01:59.722565,0 days 00:00:00.145048,0.7000000000000001,10,1.75,0.8,16,145,COMPLETE
996,996,18204.75,2023-11-15 12:01:59.723698,2023-11-15 12:01:59.878202,0 days 00:00:00.154504,0.8,10,1.75,0.8,13,134,COMPLETE
997,997,18426.0,2023-11-15 12:01:59.879585,2023-11-15 12:02:00.020632,0 days 00:00:00.141047,0.8,20,1.75,0.8,12,145,COMPLETE
998,998,18205.5,2023-11-15 12:02:00.021678,2023-11-15 12:02:00.191250,0 days 00:00:00.169572,0.8,10,1.75,0.8,18,137,COMPLETE
999,999,18496.25,2023-11-15 12:02:00.192394,2023-11-15 12:02:00.339653,0 days 00:00:00.147259,0.8,10,1.75,0.9,22,142,COMPLETE
1000,1000,18588.0,2023-11-15 12:02:00.340842,2023-11-15 12:02:00.489471,0 days 00:00:00.148629,0.8,10,2.0,0.8,15,147,COMPLETE
1001,1001,18213.0,2023-11-15 12:02:00.490612,2023-11-15 12:02:00.625752,0 days 00:00:00.135140,0.7000000000000001,10,1.75,0.8,12,53,COMPLETE
1002,1002,18973.5,2023-11-15 12:02:00.627138,2023-11-15 12:02:00.770781,0 days 00:00:00.143643,0.8,10,1.75,0.8,12,145,COMPLETE
1003,1003,18494.5,2023-11-15 12:02:00.771861,2023-11-15 12:02:00.921701,0 days 00:00:00.149840,0.8,10,1.75,0.8,15,140,COMPLETE
1004,1004,18397.5,2023-11-15 12:02:00.922839,2023-11-15 12:02:01.071999,0 days 00:00:00.149160,0.8,10,1.75,0.8,14,138,COMPLETE
1005,1005,18492.25,2023-11-15 12:02:01.073008,2023-11-15 12:02:01.221041,0 days 00:00:00.148033,0.8,10,1.75,0.8,17,142,COMPLETE
1006,1006,18685.0,2023-11-15 12:02:01.222225,2023-11-15 12:02:01.370312,0 days 00:00:00.148087,0.8,10,1.75,0.8,13,144,COMPLETE
1007,1007,0.0,2023-11-15 12:02:01.371461,2023-11-15 12:02:01.496423,0 days 00:00:00.124962,0.8,20,2.0,0.8,12,7,COMPLETE
1008,1008,18973.5,2023-11-15 12:02:01.497719,2023-11-15 12:02:01.641447,0 days 00:00:00.143728,0.8,10,1.75,0.8,12,145,COMPLETE
1009,1009,18114.5,2023-11-15 12:02:01.642720,2023-11-15 12:02:01.796813,0 days 00:00:00.154093,0.8,10,1.75,0.8,14,136,COMPLETE
1010,1010,17181.25,2023-11-15 12:02:01.798013,2023-11-15 12:02:01.958354,0 days 00:00:00.160341,0.8,30,1.75,0.8,18,140,COMPLETE
1011,1011,18404.5,2023-11-15 12:02:01.960025,2023-11-15 12:02:02.107554,0 days 00:00:00.147529,0.8,10,1.75,0.9,13,140,COMPLETE
1012,1012,18404.75,2023-11-15 12:02:02.108844,2023-11-15 12:02:02.258446,0 days 00:00:00.149602,0.8,10,1.75,0.8,16,143,COMPLETE
1013,1013,18293.5,2023-11-15 12:02:02.259580,2023-11-15 12:02:02.403823,0 days 00:00:00.144243,0.8,10,2.0,0.8,15,133,COMPLETE
1014,1014,18687.75,2023-11-15 12:02:02.405027,2023-11-15 12:02:02.553335,0 days 00:00:00.148308,0.7000000000000001,10,1.75,0.8,12,145,COMPLETE
1015,1015,18397.5,2023-11-15 12:02:02.554471,2023-11-15 12:02:02.701705,0 days 00:00:00.147234,0.8,10,1.75,0.8,12,138,COMPLETE
1016,1016,18492.25,2023-11-15 12:02:02.702842,2023-11-15 12:02:02.853177,0 days 00:00:00.150335,0.8,10,1.75,0.8,12,142,COMPLETE
1017,1017,18973.5,2023-11-15 12:02:02.854245,2023-11-15 12:02:03.003207,0 days 00:00:00.148962,0.8,10,1.75,0.8,15,145,COMPLETE
1018,1018,18399.25,2023-11-15 12:02:03.004276,2023-11-15 12:02:03.146560,0 days 00:00:00.142284,0.8,10,1.75,0.8,15,139,COMPLETE
1019,1019,18496.0,2023-11-15 12:02:03.147751,2023-11-15 12:02:03.300825,0 days 00:00:00.153074,0.8,10,2.0,0.8,20,141,COMPLETE
1020,1020,18008.0,2023-11-15 12:02:03.302073,2023-11-15 12:02:03.446017,0 days 00:00:00.143944,0.8,20,1.75,0.8,17,135,COMPLETE
1021,1021,18404.75,2023-11-15 12:02:03.447142,2023-11-15 12:02:03.598524,0 days 00:00:00.151382,0.8,10,1.75,0.8,20,143,COMPLETE
1022,1022,18973.5,2023-11-15 12:02:03.599693,2023-11-15 12:02:03.744790,0 days 00:00:00.145097,0.8,10,1.75,0.8,18,145,COMPLETE
1023,1023,18298.0,2023-11-15 12:02:03.746092,2023-11-15 12:02:03.900703,0 days 00:00:00.154611,0.8,10,1.75,0.8,19,137,COMPLETE
1024,1024,18494.5,2023-11-15 12:02:03.901947,2023-11-15 12:02:04.050585,0 days 00:00:00.148638,0.8,10,1.75,0.8,19,140,COMPLETE
1025,1025,18404.75,2023-11-15 12:02:04.051997,2023-11-15 12:02:04.205257,0 days 00:00:00.153260,0.8,10,1.75,0.8,22,143,COMPLETE
1026,1026,18973.5,2023-11-15 12:02:04.206329,2023-11-15 12:02:04.350390,0 days 00:00:00.144061,0.8,10,1.75,0.8,17,145,COMPLETE
1027,1027,18494.5,2023-11-15 12:02:04.351703,2023-11-15 12:02:04.502897,0 days 00:00:00.151194,0.8,10,1.75,0.8,21,140,COMPLETE
1028,1028,18582.25,2023-11-15 12:02:04.504137,2023-11-15 12:02:04.644962,0 days 00:00:00.140825,0.8,10,1.75,0.8,18,132,COMPLETE
1029,1029,18017.5,2023-11-15 12:02:04.646040,2023-11-15 12:02:04.815717,0 days 00:00:00.169677,0.8,20,2.0,0.8,17,142,COMPLETE
1030,1030,18205.5,2023-11-15 12:02:04.816912,2023-11-15 12:02:04.972410,0 days 00:00:00.155498,0.8,10,1.75,0.8,24,137,COMPLETE
1031,1031,18973.5,2023-11-15 12:02:04.973448,2023-11-15 12:02:05.116767,0 days 00:00:00.143319,0.8,10,1.75,0.8,17,145,COMPLETE
1032,1032,18399.25,2023-11-15 12:02:05.118133,2023-11-15 12:02:05.262392,0 days 00:00:00.144259,0.8,10,1.75,0.8,21,139,COMPLETE
1033,1033,18293.75,2023-11-15 12:02:05.263688,2023-11-15 12:02:05.412674,0 days 00:00:00.148986,0.8,10,1.75,0.8,18,135,COMPLETE
1034,1034,18495.0,2023-11-15 12:02:05.413689,2023-11-15 12:02:05.562759,0 days 00:00:00.149070,0.8,10,1.75,0.9,19,143,COMPLETE
1035,1035,18397.5,2023-11-15 12:02:05.563915,2023-11-15 12:02:05.711785,0 days 00:00:00.147870,0.8,10,1.75,0.8,17,138,COMPLETE
1036,1036,18586.0,2023-11-15 12:02:05.713069,2023-11-15 12:02:05.858690,0 days 00:00:00.145621,0.8,10,1.75,0.8,16,141,COMPLETE
1037,1037,18781.25,2023-11-15 12:02:05.860128,2023-11-15 12:02:06.005132,0 days 00:00:00.145004,0.8,10,2.0,0.8,21,145,COMPLETE
1038,1038,18401.25,2023-11-15 12:02:06.006301,2023-11-15 12:02:06.155988,0 days 00:00:00.149687,0.7000000000000001,10,1.75,0.8,17,144,COMPLETE
1039,1039,17923.0,2023-11-15 12:02:06.157057,2023-11-15 12:02:06.300473,0 days 00:00:00.143416,0.8,10,1.75,0.8,16,105,COMPLETE
1040,1040,13719.75,2023-11-15 12:02:06.301699,2023-11-15 12:02:06.485364,0 days 00:00:00.183665,0.8,60,1.75,0.8,16,118,COMPLETE
1041,1041,18111.5,2023-11-15 12:02:06.486433,2023-11-15 12:02:06.646181,0 days 00:00:00.159748,0.8,20,1.75,0.8,15,141,COMPLETE
1042,1042,19068.0,2023-11-15 12:02:06.647369,2023-11-15 12:02:06.792250,0 days 00:00:00.144881,0.8,10,1.75,0.8,19,145,COMPLETE
1043,1043,18121.5,2023-11-15 12:02:06.793529,2023-11-15 12:02:06.947204,0 days 00:00:00.153675,0.8,10,2.0,0.8,18,143,COMPLETE
1044,1044,17929.0,2023-11-15 12:02:06.948508,2023-11-15 12:02:07.103495,0 days 00:00:00.154987,0.8,10,1.75,0.8,23,136,COMPLETE
1045,1045,18125.75,2023-11-15 12:02:07.104637,2023-11-15 12:02:07.253930,0 days 00:00:00.149293,0.8,10,1.75,0.9,19,140,COMPLETE
1046,1046,18971.5,2023-11-15 12:02:07.255161,2023-11-15 12:02:07.400763,0 days 00:00:00.145602,0.8,10,1.75,0.8,21,145,COMPLETE
1047,1047,19068.0,2023-11-15 12:02:07.401962,2023-11-15 12:02:07.548823,0 days 00:00:00.146861,0.8,10,1.75,0.8,19,145,COMPLETE
1048,1048,18399.25,2023-11-15 12:02:07.550023,2023-11-15 12:02:07.695605,0 days 00:00:00.145582,0.8,10,1.75,0.8,20,139,COMPLETE
1049,1049,18492.25,2023-11-15 12:02:07.696825,2023-11-15 12:02:07.847375,0 days 00:00:00.150550,0.8,10,1.75,0.8,22,142,COMPLETE
1050,1050,18113.5,2023-11-15 12:02:07.848517,2023-11-15 12:02:07.998969,0 days 00:00:00.150452,0.8,10,1.75,0.8,23,137,COMPLETE
1051,1051,18971.5,2023-11-15 12:02:08.000472,2023-11-15 12:02:08.146239,0 days 00:00:00.145767,0.8,10,1.75,0.8,21,145,COMPLETE
1052,1052,18204.75,2023-11-15 12:02:08.147807,2023-11-15 12:02:08.304965,0 days 00:00:00.157158,0.8,10,1.75,0.8,26,134,COMPLETE
1053,1053,17737.75,2023-11-15 12:02:08.306193,2023-11-15 12:02:08.459901,0 days 00:00:00.153708,0.8,20,2.0,0.8,22,130,COMPLETE
1054,1054,18399.25,2023-11-15 12:02:08.461269,2023-11-15 12:02:08.606293,0 days 00:00:00.145024,0.8,10,1.75,0.8,18,139,COMPLETE
1055,1055,18586.0,2023-11-15 12:02:08.607720,2023-11-15 12:02:08.756990,0 days 00:00:00.149270,0.8,10,1.75,0.8,20,141,COMPLETE
1056,1056,18404.75,2023-11-15 12:02:08.758056,2023-11-15 12:02:08.909806,0 days 00:00:00.151750,0.8,10,1.75,0.8,21,143,COMPLETE
1057,1057,18592.75,2023-11-15 12:02:08.911361,2023-11-15 12:02:09.067612,0 days 00:00:00.156251,0.8,10,1.75,0.8,27,144,COMPLETE
1058,1058,18205.5,2023-11-15 12:02:09.068772,2023-11-15 12:02:09.226330,0 days 00:00:00.157558,0.8,10,1.75,0.8,20,137,COMPLETE
1059,1059,18401.75,2023-11-15 12:02:09.227768,2023-11-15 12:02:09.380379,0 days 00:00:00.152611,0.7000000000000001,10,2.0,0.8,25,141,COMPLETE
1060,1060,18875.25,2023-11-15 12:02:09.381446,2023-11-15 12:02:09.529221,0 days 00:00:00.147775,0.8,10,1.75,0.8,23,145,COMPLETE
1061,1061,18494.5,2023-11-15 12:02:09.530308,2023-11-15 12:02:09.683775,0 days 00:00:00.153467,0.8,10,1.75,0.8,17,140,COMPLETE
1062,1062,14497.75,2023-11-15 12:02:09.684847,2023-11-15 12:02:09.863822,0 days 00:00:00.178975,0.8,70,1.75,0.8,23,138,COMPLETE
1063,1063,18492.25,2023-11-15 12:02:09.865059,2023-11-15 12:02:10.018404,0 days 00:00:00.153345,0.8,10,1.75,0.8,25,142,COMPLETE
1064,1064,17829.25,2023-11-15 12:02:10.019613,2023-11-15 12:02:10.182243,0 days 00:00:00.162630,0.8,20,1.75,0.8,21,144,COMPLETE
1065,1065,18973.5,2023-11-15 12:02:10.183325,2023-11-15 12:02:10.332569,0 days 00:00:00.149244,0.8,10,1.75,0.8,20,145,COMPLETE
1066,1066,18973.5,2023-11-15 12:02:10.333623,2023-11-15 12:02:10.481449,0 days 00:00:00.147826,0.8,10,1.75,0.8,24,145,COMPLETE
1067,1067,18586.0,2023-11-15 12:02:10.482693,2023-11-15 12:02:10.633081,0 days 00:00:00.150388,0.8,10,1.75,0.8,21,141,COMPLETE
1068,1068,18973.5,2023-11-15 12:02:10.634145,2023-11-15 12:02:10.781298,0 days 00:00:00.147153,0.8,10,1.75,0.8,20,145,COMPLETE
1069,1069,18121.5,2023-11-15 12:02:10.782366,2023-11-15 12:02:10.935991,0 days 00:00:00.153625,0.8,10,2.0,0.8,23,143,COMPLETE
1070,1070,18494.5,2023-11-15 12:02:10.937058,2023-11-15 12:02:11.105737,0 days 00:00:00.168679,0.8,10,1.75,0.8,20,140,COMPLETE
1071,1071,18305.25,2023-11-15 12:02:11.106891,2023-11-15 12:02:11.253783,0 days 00:00:00.146892,0.7000000000000001,20,1.75,0.8,25,145,COMPLETE
1072,1072,16081.5,2023-11-15 12:02:11.255050,2023-11-15 12:02:11.395352,0 days 00:00:00.140302,0.8,10,1.75,0.8,19,37,COMPLETE
1073,1073,13895.5,2023-11-15 12:02:11.396633,2023-11-15 12:02:11.579304,0 days 00:00:00.182671,0.8,80,1.75,0.9,21,137,COMPLETE
1074,1074,18404.75,2023-11-15 12:02:11.580385,2023-11-15 12:02:11.733075,0 days 00:00:00.152690,0.8,10,1.75,0.8,19,143,COMPLETE
1075,1075,18781.25,2023-11-15 12:02:11.734156,2023-11-15 12:02:11.886156,0 days 00:00:00.152000,0.8,10,2.0,0.8,22,145,COMPLETE
1076,1076,18494.5,2023-11-15 12:02:11.887311,2023-11-15 12:02:12.041701,0 days 00:00:00.154390,0.8,10,1.75,0.8,19,140,COMPLETE
1077,1077,18973.5,2023-11-15 12:02:12.043038,2023-11-15 12:02:12.190551,0 days 00:00:00.147513,0.8,10,1.75,0.8,24,145,COMPLETE
1078,1078,18397.5,2023-11-15 12:02:12.192103,2023-11-15 12:02:12.346307,0 days 00:00:00.154204,0.8,10,1.75,0.8,24,138,COMPLETE
1079,1079,16298.5,2023-11-15 12:02:12.347648,2023-11-15 12:02:12.508799,0 days 00:00:00.161151,0.8,50,1.75,0.8,24,142,COMPLETE
1080,1080,18492.25,2023-11-15 12:02:12.509983,2023-11-15 12:02:12.661552,0 days 00:00:00.151569,0.8,10,1.75,0.8,25,142,COMPLETE
1081,1081,18293.75,2023-11-15 12:02:12.662712,2023-11-15 12:02:12.815215,0 days 00:00:00.152503,0.8,10,1.75,0.8,22,135,COMPLETE
1082,1082,18781.25,2023-11-15 12:02:12.816309,2023-11-15 12:02:12.965919,0 days 00:00:00.149610,0.8,10,2.0,0.8,26,145,COMPLETE
1083,1083,18397.5,2023-11-15 12:02:12.967079,2023-11-15 12:02:13.118259,0 days 00:00:00.151180,0.8,10,1.75,0.8,21,138,COMPLETE
1084,1084,18586.0,2023-11-15 12:02:13.119483,2023-11-15 12:02:13.268936,0 days 00:00:00.149453,0.8,10,1.75,0.8,19,141,COMPLETE
1085,1085,18973.5,2023-11-15 12:02:13.270076,2023-11-15 12:02:13.419712,0 days 00:00:00.149636,0.8,10,1.75,0.8,20,145,COMPLETE
1086,1086,18875.25,2023-11-15 12:02:13.420739,2023-11-15 12:02:13.569241,0 days 00:00:00.148502,0.8,10,1.75,0.8,23,145,COMPLETE
1087,1087,18495.0,2023-11-15 12:02:13.570355,2023-11-15 12:02:13.723360,0 days 00:00:00.153005,0.8,10,1.75,0.9,28,143,COMPLETE
1088,1088,18494.5,2023-11-15 12:02:13.724495,2023-11-15 12:02:13.878117,0 days 00:00:00.153622,0.8,10,1.75,0.8,20,140,COMPLETE
1089,1089,18971.5,2023-11-15 12:02:13.879491,2023-11-15 12:02:14.024741,0 days 00:00:00.145250,0.8,10,1.75,0.8,21,145,COMPLETE
1090,1090,18426.0,2023-11-15 12:02:14.025919,2023-11-15 12:02:14.169401,0 days 00:00:00.143482,0.8,20,1.75,0.8,27,145,COMPLETE
1091,1091,18492.25,2023-11-15 12:02:14.170587,2023-11-15 12:02:14.322508,0 days 00:00:00.151921,0.8,10,1.75,0.8,19,142,COMPLETE
1092,1092,17463.0,2023-11-15 12:02:14.323705,2023-11-15 12:02:14.480398,0 days 00:00:00.156693,0.8,30,1.75,0.8,23,146,COMPLETE
1093,1093,18296.25,2023-11-15 12:02:14.481512,2023-11-15 12:02:14.632340,0 days 00:00:00.150828,0.8,10,2.0,0.8,18,138,COMPLETE
1094,1094,18492.25,2023-11-15 12:02:14.633476,2023-11-15 12:02:14.786169,0 days 00:00:00.152693,0.8,10,1.75,0.8,20,142,COMPLETE
1095,1095,18874.75,2023-11-15 12:02:14.787256,2023-11-15 12:02:14.935955,0 days 00:00:00.148699,0.8,10,1.75,0.8,24,146,COMPLETE
1096,1096,18293.75,2023-11-15 12:02:14.937031,2023-11-15 12:02:15.089143,0 days 00:00:00.152112,0.8,10,1.75,0.8,18,135,COMPLETE
1097,1097,18302.5,2023-11-15 12:02:15.090304,2023-11-15 12:02:15.236093,0 days 00:00:00.145789,0.8,20,2.0,0.8,20,146,COMPLETE
1098,1098,18494.5,2023-11-15 12:02:15.237174,2023-11-15 12:02:15.403799,0 days 00:00:00.166625,0.8,10,1.75,0.8,21,140,COMPLETE
1099,1099,18404.75,2023-11-15 12:02:15.404946,2023-11-15 12:02:15.556258,0 days 00:00:00.151312,0.8,10,1.75,0.8,22,143,COMPLETE
1100,1100,18874.75,2023-11-15 12:02:15.557437,2023-11-15 12:02:15.706114,0 days 00:00:00.148677,0.8,10,1.75,0.8,18,146,COMPLETE
1101,1101,18404.75,2023-11-15 12:02:15.707345,2023-11-15 12:02:15.858825,0 days 00:00:00.151480,0.8,10,1.75,0.8,26,143,COMPLETE
1102,1102,18405.75,2023-11-15 12:02:15.859944,2023-11-15 12:02:16.011497,0 days 00:00:00.151553,0.8,10,1.75,0.9,18,140,COMPLETE
1103,1103,18496.0,2023-11-15 12:02:16.012755,2023-11-15 12:02:16.166574,0 days 00:00:00.153819,0.8,10,1.75,0.8,17,147,COMPLETE
1104,1104,18121.5,2023-11-15 12:02:16.167843,2023-11-15 12:02:16.321779,0 days 00:00:00.153936,0.8,10,2.0,0.8,24,143,COMPLETE
1105,1105,18210.0,2023-11-15 12:02:16.323013,2023-11-15 12:02:16.479122,0 days 00:00:00.156109,0.8,20,1.75,0.8,21,146,COMPLETE
1106,1106,18399.25,2023-11-15 12:02:16.480194,2023-11-15 12:02:16.627033,0 days 00:00:00.146839,0.8,10,1.75,0.8,28,139,COMPLETE
1107,1107,18496.0,2023-11-15 12:02:16.628512,2023-11-15 12:02:16.781495,0 days 00:00:00.152983,0.8,10,1.75,0.8,18,147,COMPLETE
1108,1108,18404.75,2023-11-15 12:02:16.782920,2023-11-15 12:02:16.937124,0 days 00:00:00.154204,0.8,10,1.75,0.8,22,143,COMPLETE
1109,1109,18781.25,2023-11-15 12:02:16.938340,2023-11-15 12:02:17.088942,0 days 00:00:00.150602,0.8,10,2.0,0.8,17,145,COMPLETE
1110,1110,17460.25,2023-11-15 12:02:17.089976,2023-11-15 12:02:17.229269,0 days 00:00:00.139293,0.8,10,1.75,0.8,19,42,COMPLETE
1111,1111,18205.5,2023-11-15 12:02:17.230508,2023-11-15 12:02:17.391235,0 days 00:00:00.160727,0.8,10,1.75,0.8,20,137,COMPLETE
1112,1112,18586.5,2023-11-15 12:02:17.392442,2023-11-15 12:02:17.545069,0 days 00:00:00.152627,0.8,10,1.75,0.9,17,141,COMPLETE
1113,1113,18019.75,2023-11-15 12:02:17.546422,2023-11-15 12:02:17.706056,0 days 00:00:00.159634,0.8,20,1.75,0.8,24,147,COMPLETE
1114,1114,18492.25,2023-11-15 12:02:17.707301,2023-11-15 12:02:17.861764,0 days 00:00:00.154463,0.7000000000000001,10,1.75,0.8,16,143,COMPLETE
1115,1115,16467.5,2023-11-15 12:02:17.862817,2023-11-15 12:02:18.024648,0 days 00:00:00.161831,0.8,40,1.75,0.8,22,146,COMPLETE
1116,1116,18587.25,2023-11-15 12:02:18.025808,2023-11-15 12:02:18.180159,0 days 00:00:00.154351,0.8,10,2.0,0.8,19,140,COMPLETE
1117,1117,18496.0,2023-11-15 12:02:18.181284,2023-11-15 12:02:18.336011,0 days 00:00:00.154727,0.8,10,1.75,0.8,17,147,COMPLETE
1118,1118,18404.75,2023-11-15 12:02:18.337401,2023-11-15 12:02:18.494718,0 days 00:00:00.157317,0.8,10,1.75,0.8,21,143,COMPLETE
1119,1119,18019.0,2023-11-15 12:02:18.496162,2023-11-15 12:02:18.654439,0 days 00:00:00.158277,0.8,10,1.75,0.8,16,134,COMPLETE
1120,1120,18496.0,2023-11-15 12:02:18.655647,2023-11-15 12:02:18.811062,0 days 00:00:00.155415,0.8,10,1.75,0.8,19,147,COMPLETE
1121,1121,18399.75,2023-11-15 12:02:18.812534,2023-11-15 12:02:18.962013,0 days 00:00:00.149479,0.7000000000000001,10,1.75,0.8,23,139,COMPLETE
1122,1122,18121.5,2023-11-15 12:02:18.963183,2023-11-15 12:02:19.121725,0 days 00:00:00.158542,0.8,10,2.0,0.8,25,143,COMPLETE
1123,1123,18973.5,2023-11-15 12:02:19.122811,2023-11-15 12:02:19.274084,0 days 00:00:00.151273,0.8,10,1.75,0.8,20,145,COMPLETE
1124,1124,18019.75,2023-11-15 12:02:19.275175,2023-11-15 12:02:19.436283,0 days 00:00:00.161108,0.8,20,1.75,0.8,16,147,COMPLETE
1125,1125,18586.5,2023-11-15 12:02:19.437378,2023-11-15 12:02:19.592177,0 days 00:00:00.154799,0.8,10,1.75,0.9,18,141,COMPLETE
1126,1126,18397.5,2023-11-15 12:02:19.593619,2023-11-15 12:02:19.748410,0 days 00:00:00.154791,0.8,10,1.75,0.8,19,138,COMPLETE
1127,1127,18590.0,2023-11-15 12:02:19.749638,2023-11-15 12:02:19.905441,0 days 00:00:00.155803,0.8,10,1.75,0.8,16,144,COMPLETE
1128,1128,18588.25,2023-11-15 12:02:19.906699,2023-11-15 12:02:20.074847,0 days 00:00:00.168148,0.8,10,2.0,0.8,20,147,COMPLETE
1129,1129,18204.5,2023-11-15 12:02:20.075943,2023-11-15 12:02:20.234984,0 days 00:00:00.159041,0.8,10,1.75,0.8,16,136,COMPLETE
1130,1130,18685.5,2023-11-15 12:02:20.236074,2023-11-15 12:02:20.395194,0 days 00:00:00.159120,0.8,10,1.75,0.8,30,144,COMPLETE
1131,1131,18973.75,2023-11-15 12:02:20.396422,2023-11-15 12:02:20.545711,0 days 00:00:00.149289,0.8,10,1.75,0.8,18,148,COMPLETE
1132,1132,18973.75,2023-11-15 12:02:20.547015,2023-11-15 12:02:20.695703,0 days 00:00:00.148688,0.8,10,1.75,0.8,17,148,COMPLETE
1133,1133,18488.0,2023-11-15 12:02:20.696872,2023-11-15 12:02:20.856086,0 days 00:00:00.159214,0.8,10,1.75,0.8,18,150,COMPLETE
1134,1134,18304.0,2023-11-15 12:02:20.857346,2023-11-15 12:02:21.016285,0 days 00:00:00.158939,0.8,20,1.75,0.8,17,148,COMPLETE
1135,1135,18973.75,2023-11-15 12:02:21.017383,2023-11-15 12:02:21.166111,0 days 00:00:00.148728,0.8,10,1.75,0.8,16,148,COMPLETE
1136,1136,18583.75,2023-11-15 12:02:21.167339,2023-11-15 12:02:21.322233,0 days 00:00:00.154894,0.8,10,2.0,0.9,17,150,COMPLETE
1137,1137,18488.0,2023-11-15 12:02:21.323270,2023-11-15 12:02:21.482180,0 days 00:00:00.158910,0.8,10,1.75,0.8,18,150,COMPLETE
