,number,value,datetime_start,datetime_complete,duration,params_alpha,params_decay_interval,params_decay_rate,params_gamma,params_initialization,params_max_steps,state
3937,3937,17547.25,2023-11-15 12:13:57.269741,2023-11-15 12:13:57.625087,0 days 00:00:00.355346,0.8,10,3.0,0.9,19,68,COMPLETE
3938,3938,17736.5,2023-11-15 12:13:57.626945,2023-11-15 12:13:57.971765,0 days 00:00:00.344820,0.7000000000000001,10,3.0,0.8,29,79,COMPLETE
3939,3939,18215.25,2023-11-15 12:13:57.973396,2023-11-15 12:13:58.313727,0 days 00:00:00.340331,0.8,10,2.75,0.9,22,72,COMPLETE
3940,3940,17825.5,2023-11-15 12:13:58.315362,2023-11-15 12:13:58.654002,0 days 00:00:00.338640,0.8,10,3.0,0.9,25,70,COMPLETE
3941,3941,18682.0,2023-11-15 12:13:58.655649,2023-11-15 12:13:58.993472,0 days 00:00:00.337823,0.8,10,3.0,0.9,10,75,COMPLETE
3942,3942,16719.5,2023-11-15 12:13:58.995670,2023-11-15 12:13:59.336889,0 days 00:00:00.341219,0.8,10,3.0,0.9,16,66,COMPLETE
3943,3943,17275.25,2023-11-15 12:13:59.338551,2023-11-15 12:13:59.683203,0 days 00:00:00.344652,0.8,20,2.75,0.9,20,72,COMPLETE
3944,3944,17547.25,2023-11-15 12:13:59.684798,2023-11-15 12:14:00.029991,0 days 00:00:00.345193,0.8,10,3.0,0.9,13,68,COMPLETE
3945,3945,18026.0,2023-11-15 12:14:00.031651,2023-11-15 12:14:00.372771,0 days 00:00:00.341120,0.8,10,3.0,0.9,18,77,COMPLETE
3946,3946,16642.5,2023-11-15 12:14:00.374565,2023-11-15 12:14:00.721322,0 days 00:00:00.346757,0.9,10,2.75,0.9,22,73,COMPLETE
3947,3947,17014.0,2023-11-15 12:14:00.723131,2023-11-15 12:14:01.069271,0 days 00:00:00.346140,0.8,10,3.0,0.9,15,64,COMPLETE
3948,3948,17644.0,2023-11-15 12:14:01.071219,2023-11-15 12:14:01.425553,0 days 00:00:00.354334,0.8,10,3.0,0.9,48,82,COMPLETE
3949,3949,17200.5,2023-11-15 12:14:01.427686,2023-11-15 12:14:01.776939,0 days 00:00:00.349253,0.8,10,3.0,0.4,24,69,COMPLETE
3950,3950,13426.5,2023-11-15 12:14:01.778947,2023-11-15 12:14:02.139687,0 days 00:00:00.360740,0.8,80,3.0,0.9,20,70,COMPLETE
3951,3951,18681.75,2023-11-15 12:14:02.141354,2023-11-15 12:14:02.480758,0 days 00:00:00.339404,0.7000000000000001,10,2.5,0.8,17,75,COMPLETE
3952,3952,16719.5,2023-11-15 12:14:02.482454,2023-11-15 12:14:02.827671,0 days 00:00:00.345217,0.8,10,2.75,0.9,27,66,COMPLETE
3953,3953,18122.5,2023-11-15 12:14:02.829424,2023-11-15 12:14:03.171661,0 days 00:00:00.342237,0.8,10,3.0,0.9,23,72,COMPLETE
3954,3954,17369.25,2023-11-15 12:14:03.173424,2023-11-15 12:14:03.520521,0 days 00:00:00.347097,0.8,10,3.0,0.9,19,79,COMPLETE
3955,3955,13754.25,2023-11-15 12:14:03.522268,2023-11-15 12:14:03.888740,0 days 00:00:00.366472,0.8,70,3.0,0.6,15,70,COMPLETE
3956,3956,16607.75,2023-11-15 12:14:03.890490,2023-11-15 12:14:04.231464,0 days 00:00:00.340974,0.8,20,2.75,0.9,21,62,COMPLETE
3957,3957,18682.0,2023-11-15 12:14:04.233133,2023-11-15 12:14:04.569044,0 days 00:00:00.335911,0.8,10,3.0,0.9,17,75,COMPLETE
3958,3958,17917.0,2023-11-15 12:14:04.570686,2023-11-15 12:14:04.914510,0 days 00:00:00.343824,0.8,10,3.0,0.9,12,67,COMPLETE
3959,3959,17837.0,2023-11-15 12:14:04.916281,2023-11-15 12:14:05.258973,0 days 00:00:00.342692,0.8,10,2.75,0.9,25,90,COMPLETE
3960,3960,16555.75,2023-11-15 12:14:05.261438,2023-11-15 12:14:05.614776,0 days 00:00:00.353338,0.9,10,3.0,0.9,19,73,COMPLETE
3961,3961,17745.25,2023-11-15 12:14:05.616852,2023-11-15 12:14:05.958920,0 days 00:00:00.342068,0.8,10,2.25,0.9,22,77,COMPLETE
3962,3962,17825.5,2023-11-15 12:14:05.961359,2023-11-15 12:14:06.303194,0 days 00:00:00.341835,0.8,10,3.0,0.9,16,70,COMPLETE
3963,3963,17654.5,2023-11-15 12:14:06.304967,2023-11-15 12:14:06.645822,0 days 00:00:00.340855,0.8,10,3.0,0.9,18,65,COMPLETE
3964,3964,17369.5,2023-11-15 12:14:06.647960,2023-11-15 12:14:07.001364,0 days 00:00:00.353404,0.8,10,3.0,0.9,21,73,COMPLETE
3965,3965,17922.5,2023-11-15 12:14:07.003058,2023-11-15 12:14:07.348041,0 days 00:00:00.344983,0.8,10,2.75,0.8,26,70,COMPLETE
3966,3966,16624.0,2023-11-15 12:14:07.349778,2023-11-15 12:14:07.737192,0 days 00:00:00.387414,0.7000000000000001,20,2.5,0.9,14,67,COMPLETE
3967,3967,17016.25,2023-11-15 12:14:07.738862,2023-11-15 12:14:08.089998,0 days 00:00:00.351136,0.8,10,3.0,0.9,23,76,COMPLETE
3968,3968,17760.75,2023-11-15 12:14:08.091865,2023-11-15 12:14:08.434373,0 days 00:00:00.342508,0.4,10,3.0,0.9,20,72,COMPLETE
3969,3969,17547.25,2023-11-15 12:14:08.435991,2023-11-15 12:14:08.778734,0 days 00:00:00.342743,0.8,10,3.0,0.9,17,68,COMPLETE
3970,3970,17920.75,2023-11-15 12:14:08.780346,2023-11-15 12:14:09.122976,0 days 00:00:00.342630,0.8,10,2.75,0.9,19,74,COMPLETE
3971,3971,16543.25,2023-11-15 12:14:09.124682,2023-11-15 12:14:09.472216,0 days 00:00:00.347534,0.8,10,3.0,0.9,24,63,COMPLETE
3972,3972,17926.25,2023-11-15 12:14:09.474117,2023-11-15 12:14:09.817979,0 days 00:00:00.343862,0.8,10,3.0,0.9,16,80,COMPLETE
3973,3973,17825.5,2023-11-15 12:14:09.819729,2023-11-15 12:14:10.158899,0 days 00:00:00.339170,0.8,10,2.75,0.9,21,70,COMPLETE
3974,3974,18304.25,2023-11-15 12:14:10.161390,2023-11-15 12:14:10.506973,0 days 00:00:00.345583,0.9,10,3.0,0.9,13,77,COMPLETE
3975,3975,16620.5,2023-11-15 12:14:10.508788,2023-11-15 12:14:10.856187,0 days 00:00:00.347399,0.8,20,3.0,0.9,18,67,COMPLETE
3976,3976,17931.25,2023-11-15 12:14:10.857950,2023-11-15 12:14:11.198499,0 days 00:00:00.340549,0.8,10,3.0,0.8,23,72,COMPLETE
3977,3977,17115.5,2023-11-15 12:14:11.200271,2023-11-15 12:14:11.543522,0 days 00:00:00.343251,0.8,10,2.75,0.9,10,69,COMPLETE
3978,3978,17640.25,2023-11-15 12:14:11.545587,2023-11-15 12:14:11.891156,0 days 00:00:00.345569,0.7000000000000001,10,3.0,0.9,45,74,COMPLETE
3979,3979,17654.5,2023-11-15 12:14:11.893084,2023-11-15 12:14:12.251736,0 days 00:00:00.358652,0.8,10,3.0,0.9,15,65,COMPLETE
3980,3980,17461.25,2023-11-15 12:14:12.253399,2023-11-15 12:14:12.591505,0 days 00:00:00.338106,0.8,10,3.0,0.9,20,60,COMPLETE
3981,3981,18493.25,2023-11-15 12:14:12.593486,2023-11-15 12:14:12.941621,0 days 00:00:00.348135,0.8,10,2.5,0.9,29,72,COMPLETE
3982,3982,17545.25,2023-11-15 12:14:12.943918,2023-11-15 12:14:13.290205,0 days 00:00:00.346287,0.8,10,2.75,0.9,26,78,COMPLETE
3983,3983,17547.25,2023-11-15 12:14:13.291950,2023-11-15 12:14:13.643957,0 days 00:00:00.352007,0.8,10,3.0,0.9,18,68,COMPLETE
3984,3984,15855.25,2023-11-15 12:14:13.646092,2023-11-15 12:14:14.005745,0 days 00:00:00.359653,0.8,40,3.0,0.9,22,75,COMPLETE
3985,3985,19260.75,2023-11-15 12:14:14.007524,2023-11-15 12:14:14.347444,0 days 00:00:00.339920,0.8,10,2.75,0.9,16,71,COMPLETE
3986,3986,17194.5,2023-11-15 12:14:14.349237,2023-11-15 12:14:14.687898,0 days 00:00:00.338661,0.9,10,3.0,0.9,20,64,COMPLETE
3987,3987,16617.75,2023-11-15 12:14:14.689576,2023-11-15 12:14:15.032986,0 days 00:00:00.343410,0.8,20,3.0,0.9,12,69,COMPLETE
3988,3988,17644.0,2023-11-15 12:14:15.034624,2023-11-15 12:14:15.379634,0 days 00:00:00.345010,0.8,10,3.0,0.9,24,82,COMPLETE
3989,3989,18679.5,2023-11-15 12:14:15.381254,2023-11-15 12:14:15.719246,0 days 00:00:00.337992,0.7000000000000001,10,3.0,0.9,18,75,COMPLETE
3990,3990,17932.0,2023-11-15 12:14:15.720893,2023-11-15 12:14:16.068573,0 days 00:00:00.347680,0.8,10,2.75,0.8,22,72,COMPLETE
3991,3991,16719.5,2023-11-15 12:14:16.070378,2023-11-15 12:14:16.415476,0 days 00:00:00.345098,0.8,10,3.0,0.9,15,66,COMPLETE
3992,3992,16813.0,2023-11-15 12:14:16.417192,2023-11-15 12:14:16.760017,0 days 00:00:00.342825,0.8,10,3.0,0.9,20,55,COMPLETE
3993,3993,17545.25,2023-11-15 12:14:16.762689,2023-11-15 12:14:17.104812,0 days 00:00:00.342123,0.8,10,2.75,0.9,26,78,COMPLETE
3994,3994,17825.5,2023-11-15 12:14:17.106569,2023-11-15 12:14:17.449476,0 days 00:00:00.342907,0.8,10,3.0,0.9,17,70,COMPLETE
3995,3995,17920.75,2023-11-15 12:14:17.451237,2023-11-15 12:14:17.807635,0 days 00:00:00.356398,0.8,10,3.0,0.9,14,74,COMPLETE
3996,3996,17917.0,2023-11-15 12:14:17.809399,2023-11-15 12:14:18.159445,0 days 00:00:00.350046,0.8,10,3.0,0.9,22,67,COMPLETE
3997,3997,16607.75,2023-11-15 12:14:18.161426,2023-11-15 12:14:18.508294,0 days 00:00:00.346868,0.8,20,2.25,0.9,19,62,COMPLETE
3998,3998,19260.75,2023-11-15 12:14:18.510139,2023-11-15 12:14:18.852170,0 days 00:00:00.342031,0.8,10,2.75,0.9,24,71,COMPLETE
3999,3999,17920.75,2023-11-15 12:14:18.853821,2023-11-15 12:14:19.234420,0 days 00:00:00.380599,0.8,10,3.0,0.9,17,74,COMPLETE
4000,4000,17837.75,2023-11-15 12:14:19.236083,2023-11-15 12:14:19.577346,0 days 00:00:00.341263,0.9,10,2.5,0.9,21,68,COMPLETE
4001,4001,19260.75,2023-11-15 12:14:19.579435,2023-11-15 12:14:19.918395,0 days 00:00:00.338960,0.6,10,3.0,0.9,19,76,COMPLETE
4002,4002,19260.75,2023-11-15 12:14:19.920060,2023-11-15 12:14:20.264424,0 days 00:00:00.344364,0.8,10,3.0,0.8,14,71,COMPLETE
4003,4003,17654.5,2023-11-15 12:14:20.266228,2023-11-15 12:14:20.609428,0 days 00:00:00.343200,0.8,10,2.75,0.9,23,65,COMPLETE
4004,4004,17833.0,2023-11-15 12:14:20.611727,2023-11-15 12:14:20.957420,0 days 00:00:00.345693,0.8,10,3.0,0.9,28,80,COMPLETE
4005,4005,11213.75,2023-11-15 12:14:20.959209,2023-11-15 12:14:21.331566,0 days 00:00:00.372357,0.8,100,3.0,0.9,17,73,COMPLETE
4006,4006,17115.5,2023-11-15 12:14:21.333221,2023-11-15 12:14:21.687510,0 days 00:00:00.354289,0.8,10,3.0,0.9,21,69,COMPLETE
4007,4007,17185.5,2023-11-15 12:14:21.689165,2023-11-15 12:14:22.036523,0 days 00:00:00.347358,0.8,20,2.75,0.9,19,77,COMPLETE
4008,4008,17080.5,2023-11-15 12:14:22.038348,2023-11-15 12:14:22.386006,0 days 00:00:00.347658,0.7000000000000001,10,3.0,0.9,25,66,COMPLETE
4009,4009,18122.5,2023-11-15 12:14:22.387603,2023-11-15 12:14:22.732266,0 days 00:00:00.344663,0.8,10,3.0,0.9,15,72,COMPLETE
4010,4010,17115.5,2023-11-15 12:14:22.733869,2023-11-15 12:14:23.081183,0 days 00:00:00.347314,0.8,10,2.75,0.9,21,69,COMPLETE
4011,4011,18682.0,2023-11-15 12:14:23.082788,2023-11-15 12:14:23.422868,0 days 00:00:00.340080,0.8,10,3.0,0.9,13,75,COMPLETE
4012,4012,16645.0,2023-11-15 12:14:23.424725,2023-11-15 12:14:23.776220,0 days 00:00:00.351495,0.8,10,3.0,0.30000000000000004,11,63,COMPLETE
4013,4013,19260.75,2023-11-15 12:14:23.778472,2023-11-15 12:14:24.136276,0 days 00:00:00.357804,0.8,10,3.0,0.9,17,71,COMPLETE
4014,4014,15820.0,2023-11-15 12:14:24.137955,2023-11-15 12:14:24.482774,0 days 00:00:00.344819,0.8,10,3.0,0.9,24,47,COMPLETE
4015,4015,17016.25,2023-11-15 12:14:24.484417,2023-11-15 12:14:24.833223,0 days 00:00:00.348806,0.4,10,2.5,0.9,19,73,COMPLETE
4016,4016,17645.0,2023-11-15 12:14:24.834822,2023-11-15 12:14:25.180351,0 days 00:00:00.345529,0.9,10,2.75,0.5,16,67,COMPLETE
4017,4017,12314.25,2023-11-15 12:14:25.182021,2023-11-15 12:14:25.526750,0 days 00:00:00.344729,0.8,20,3.0,0.8,22,20,COMPLETE
4018,4018,17360.25,2023-11-15 12:14:25.529015,2023-11-15 12:14:25.872962,0 days 00:00:00.343947,0.8,10,3.0,0.9,26,78,COMPLETE
4019,4019,17111.5,2023-11-15 12:14:25.874789,2023-11-15 12:14:26.220544,0 days 00:00:00.345755,0.7000000000000001,10,3.0,0.9,19,69,COMPLETE
4020,4020,18682.0,2023-11-15 12:14:26.222452,2023-11-15 12:14:26.567903,0 days 00:00:00.345451,0.8,10,2.75,0.9,21,75,COMPLETE
4021,4021,19260.75,2023-11-15 12:14:26.569643,2023-11-15 12:14:26.912445,0 days 00:00:00.342802,0.8,10,3.0,0.9,16,71,COMPLETE
4022,4022,17654.5,2023-11-15 12:14:26.914258,2023-11-15 12:14:27.274467,0 days 00:00:00.360209,0.8,10,3.0,0.9,23,65,COMPLETE
4023,4023,17547.25,2023-11-15 12:14:27.276599,2023-11-15 12:14:27.624351,0 days 00:00:00.347752,0.8,10,3.0,0.9,18,68,COMPLETE
4024,4024,16809.25,2023-11-15 12:14:27.626240,2023-11-15 12:14:27.981446,0 days 00:00:00.355206,0.8,20,2.75,0.9,14,85,COMPLETE
4025,4025,16726.25,2023-11-15 12:14:27.983891,2023-11-15 12:14:28.336383,0 days 00:00:00.352492,0.8,10,3.0,0.9,20,61,COMPLETE
4026,4026,17186.0,2023-11-15 12:14:28.338079,2023-11-15 12:14:28.687441,0 days 00:00:00.349362,0.8,10,3.0,0.9,23,73,COMPLETE
4027,4027,17016.25,2023-11-15 12:14:28.689199,2023-11-15 12:14:29.046594,0 days 00:00:00.357395,0.8,10,3.0,0.9,18,76,COMPLETE
4028,4028,17460.25,2023-11-15 12:14:29.048306,2023-11-15 12:14:29.399906,0 days 00:00:00.351600,0.9,10,2.75,0.8,12,81,COMPLETE
4029,4029,17825.5,2023-11-15 12:14:29.401635,2023-11-15 12:14:29.747729,0 days 00:00:00.346094,0.8,10,3.0,0.9,27,70,COMPLETE
4030,4030,16719.5,2023-11-15 12:14:29.749385,2023-11-15 12:14:30.095865,0 days 00:00:00.346480,0.8,10,3.0,0.9,16,66,COMPLETE
4031,4031,17369.5,2023-11-15 12:14:30.097631,2023-11-15 12:14:30.447188,0 days 00:00:00.349557,0.8,10,2.75,0.9,21,73,COMPLETE
4032,4032,17360.25,2023-11-15 12:14:30.448892,2023-11-15 12:14:30.794511,0 days 00:00:00.345619,0.8,10,3.0,0.9,25,78,COMPLETE
4033,4033,17353.5,2023-11-15 12:14:30.796542,2023-11-15 12:14:31.139488,0 days 00:00:00.342946,0.8,30,3.0,0.9,72,69,COMPLETE
4034,4034,17271.75,2023-11-15 12:14:31.141380,2023-11-15 12:14:31.512510,0 days 00:00:00.371130,0.8,10,3.0,0.9,19,59,COMPLETE
4035,4035,17275.25,2023-11-15 12:14:31.514318,2023-11-15 12:14:31.870656,0 days 00:00:00.356338,0.8,20,2.75,0.9,15,72,COMPLETE
4036,4036,18679.5,2023-11-15 12:14:31.872310,2023-11-15 12:14:32.214308,0 days 00:00:00.341998,0.7000000000000001,10,2.5,0.9,22,75,COMPLETE
4037,4037,17654.5,2023-11-15 12:14:32.216072,2023-11-15 12:14:32.561933,0 days 00:00:00.345861,0.8,10,3.0,0.9,17,65,COMPLETE
4038,4038,17922.5,2023-11-15 12:14:32.563672,2023-11-15 12:14:32.907197,0 days 00:00:00.343525,0.8,10,3.0,0.8,20,70,COMPLETE
4039,4039,17917.0,2023-11-15 12:14:32.909089,2023-11-15 12:14:33.261782,0 days 00:00:00.352693,0.8,10,3.0,0.9,13,67,COMPLETE
4040,4040,17186.0,2023-11-15 12:14:33.263612,2023-11-15 12:14:33.616643,0 days 00:00:00.353031,0.8,10,3.0,0.9,23,73,COMPLETE
4041,4041,16911.75,2023-11-15 12:14:33.618337,2023-11-15 12:14:33.979048,0 days 00:00:00.360711,0.9,10,2.75,0.9,18,76,COMPLETE
4042,4042,16543.25,2023-11-15 12:14:33.980719,2023-11-15 12:14:34.333630,0 days 00:00:00.352911,0.8,10,3.0,0.9,29,63,COMPLETE
4043,4043,19260.75,2023-11-15 12:14:34.335257,2023-11-15 12:14:34.673622,0 days 00:00:00.338365,0.8,10,3.0,0.9,25,71,COMPLETE
4044,4044,17926.0,2023-11-15 12:14:34.675404,2023-11-15 12:14:35.031776,0 days 00:00:00.356372,0.8,10,2.75,0.9,20,114,COMPLETE
4045,4045,17547.25,2023-11-15 12:14:35.033394,2023-11-15 12:14:35.378867,0 days 00:00:00.345473,0.8,10,3.0,0.9,15,68,COMPLETE
4046,4046,16104.5,2023-11-15 12:14:35.380881,2023-11-15 12:14:35.747345,0 days 00:00:00.366464,0.8,20,3.0,0.9,17,78,COMPLETE
4047,4047,17828.0,2023-11-15 12:14:35.749102,2023-11-15 12:14:36.096546,0 days 00:00:00.347444,0.8,10,2.5,0.9,58,74,COMPLETE
4048,4048,17924.75,2023-11-15 12:14:36.098383,2023-11-15 12:14:36.457516,0 days 00:00:00.359133,0.7000000000000001,10,2.25,0.9,22,70,COMPLETE
4049,4049,17917.0,2023-11-15 12:14:36.459431,2023-11-15 12:14:36.813348,0 days 00:00:00.353917,0.8,10,3.0,0.9,20,67,COMPLETE
4050,4050,18122.5,2023-11-15 12:14:36.815099,2023-11-15 12:14:37.160395,0 days 00:00:00.345296,0.8,10,3.0,0.9,10,72,COMPLETE
4051,4051,16547.75,2023-11-15 12:14:37.162609,2023-11-15 12:14:37.517944,0 days 00:00:00.355335,0.9,10,2.75,0.8,24,63,COMPLETE
4052,4052,17190.0,2023-11-15 12:14:37.519602,2023-11-15 12:14:37.884353,0 days 00:00:00.364751,0.8,20,3.0,0.9,17,75,COMPLETE
4053,4053,17739.5,2023-11-15 12:14:37.886046,2023-11-15 12:14:38.238739,0 days 00:00:00.352693,0.8,10,3.0,0.9,14,81,COMPLETE
4054,4054,17115.5,2023-11-15 12:14:38.240570,2023-11-15 12:14:38.587913,0 days 00:00:00.347343,0.8,10,2.75,0.9,21,69,COMPLETE
4055,4055,18122.5,2023-11-15 12:14:38.589631,2023-11-15 12:14:38.934352,0 days 00:00:00.344721,0.8,10,3.0,0.9,19,72,COMPLETE
4056,4056,17654.5,2023-11-15 12:14:38.936032,2023-11-15 12:14:39.279587,0 days 00:00:00.343555,0.8,10,3.0,0.9,52,65,COMPLETE
4057,4057,17360.25,2023-11-15 12:14:39.282319,2023-11-15 12:14:39.635405,0 days 00:00:00.353086,0.8,10,3.0,0.9,26,78,COMPLETE
4058,4058,17547.25,2023-11-15 12:14:39.637077,2023-11-15 12:14:40.000230,0 days 00:00:00.363153,0.8,10,2.75,0.9,23,68,COMPLETE
4059,4059,17920.75,2023-11-15 12:14:40.001895,2023-11-15 12:14:40.350899,0 days 00:00:00.349004,0.8,10,3.0,0.9,18,74,COMPLETE
4060,4060,19260.75,2023-11-15 12:14:40.352709,2023-11-15 12:14:40.694432,0 days 00:00:00.341723,0.8,10,3.0,0.9,12,71,COMPLETE
4061,4061,17378.25,2023-11-15 12:14:40.696358,2023-11-15 12:14:41.052897,0 days 00:00:00.356539,0.8,10,2.75,0.9,16,76,COMPLETE
4062,4062,18011.5,2023-11-15 12:14:41.054554,2023-11-15 12:14:41.400748,0 days 00:00:00.346194,0.8,10,3.0,0.8,21,67,COMPLETE
4063,4063,18490.0,2023-11-15 12:14:41.402421,2023-11-15 12:14:41.757241,0 days 00:00:00.354820,0.7000000000000001,10,3.0,0.9,19,72,COMPLETE
4064,4064,18392.25,2023-11-15 12:14:41.758985,2023-11-15 12:14:42.106017,0 days 00:00:00.347032,0.8,20,3.0,0.9,24,70,COMPLETE
4065,4065,17014.0,2023-11-15 12:14:42.107760,2023-11-15 12:14:42.459022,0 days 00:00:00.351262,0.8,10,2.75,0.9,15,64,COMPLETE
4066,4066,17828.0,2023-11-15 12:14:42.461495,2023-11-15 12:14:42.809314,0 days 00:00:00.347819,0.8,10,2.5,0.9,22,74,COMPLETE
4067,4067,15374.25,2023-11-15 12:14:42.811613,2023-11-15 12:14:43.169816,0 days 00:00:00.358203,0.9,50,3.0,0.6,27,68,COMPLETE
4068,4068,4590.5,2023-11-15 12:14:43.171499,2023-11-15 12:14:43.521438,0 days 00:00:00.349939,0.8,90,3.0,0.9,18,17,COMPLETE
4069,4069,17369.25,2023-11-15 12:14:43.523142,2023-11-15 12:14:43.870685,0 days 00:00:00.347543,0.8,10,3.0,0.9,20,79,COMPLETE
4070,4070,17825.5,2023-11-15 12:14:43.872326,2023-11-15 12:14:44.220374,0 days 00:00:00.348048,0.8,10,3.0,0.9,16,70,COMPLETE
4071,4071,17378.25,2023-11-15 12:14:44.222203,2023-11-15 12:14:44.575533,0 days 00:00:00.353330,0.8,10,2.75,0.9,13,76,COMPLETE
4072,4072,14703.75,2023-11-15 12:14:44.577707,2023-11-15 12:14:44.936268,0 days 00:00:00.358561,0.8,60,3.0,0.9,24,66,COMPLETE
4073,4073,17193.25,2023-11-15 12:14:44.937906,2023-11-15 12:14:45.289836,0 days 00:00:00.351930,0.30000000000000004,10,3.0,0.9,18,73,COMPLETE
4074,4074,14270.0,2023-11-15 12:14:45.291592,2023-11-15 12:14:45.656385,0 days 00:00:00.364793,0.2,10,3.0,0.9,21,62,COMPLETE
4075,4075,18392.25,2023-11-15 12:14:45.658215,2023-11-15 12:14:46.029873,0 days 00:00:00.371658,0.8,20,2.75,0.9,15,70,COMPLETE
4076,4076,17369.5,2023-11-15 12:14:46.031491,2023-11-15 12:14:46.379149,0 days 00:00:00.347658,0.8,10,3.0,0.9,22,73,COMPLETE
4077,4077,18011.5,2023-11-15 12:14:46.380779,2023-11-15 12:14:46.729595,0 days 00:00:00.348816,0.8,10,3.0,0.8,19,67,COMPLETE
4078,4078,17833.75,2023-11-15 12:14:46.731294,2023-11-15 12:14:47.082333,0 days 00:00:00.351039,0.8,10,3.0,0.9,17,83,COMPLETE
4079,4079,17841.75,2023-11-15 12:14:47.083947,2023-11-15 12:14:47.435493,0 days 00:00:00.351546,0.7000000000000001,10,2.25,0.9,28,77,COMPLETE
4080,4080,18014.5,2023-11-15 12:14:47.437188,2023-11-15 12:14:47.784904,0 days 00:00:00.347716,0.9,10,2.5,0.9,23,70,COMPLETE
4081,4081,17920.75,2023-11-15 12:14:47.786593,2023-11-15 12:14:48.139075,0 days 00:00:00.352482,0.8,10,2.75,0.9,20,74,COMPLETE
4082,4082,17654.5,2023-11-15 12:14:48.140906,2023-11-15 12:14:48.494944,0 days 00:00:00.354038,0.8,10,3.0,0.9,14,65,COMPLETE
4083,4083,17175.5,2023-11-15 12:14:48.496955,2023-11-15 12:14:48.844339,0 days 00:00:00.347384,0.8,10,3.0,0.9,25,58,COMPLETE
4084,4084,18215.25,2023-11-15 12:14:48.846364,2023-11-15 12:14:49.197108,0 days 00:00:00.350744,0.8,10,2.75,0.9,17,72,COMPLETE
4085,4085,17547.25,2023-11-15 12:14:49.198963,2023-11-15 12:14:49.555550,0 days 00:00:00.356587,0.8,10,3.0,0.9,21,68,COMPLETE
4086,4086,16898.75,2023-11-15 12:14:49.557285,2023-11-15 12:14:49.912438,0 days 00:00:00.355153,0.8,20,3.0,0.9,19,76,COMPLETE
4087,4087,18973.5,2023-11-15 12:14:49.914290,2023-11-15 12:14:50.261708,0 days 00:00:00.347418,0.7000000000000001,10,3.0,0.9,10,71,COMPLETE
4088,4088,17369.25,2023-11-15 12:14:50.263464,2023-11-15 12:14:50.615940,0 days 00:00:00.352476,0.8,10,3.0,0.9,23,79,COMPLETE
4089,4089,17547.25,2023-11-15 12:14:50.618011,2023-11-15 12:14:50.971533,0 days 00:00:00.353522,0.8,10,2.75,0.9,16,68,COMPLETE
4090,4090,17644.25,2023-11-15 12:14:50.973227,2023-11-15 12:14:51.326464,0 days 00:00:00.353237,0.8,10,3.0,0.8,26,73,COMPLETE
4091,4091,17014.0,2023-11-15 12:14:51.328786,2023-11-15 12:14:51.686776,0 days 00:00:00.357990,0.8,10,3.0,0.9,12,64,COMPLETE
4092,4092,17825.5,2023-11-15 12:14:51.688679,2023-11-15 12:14:52.058273,0 days 00:00:00.369594,0.8,10,3.0,0.9,18,70,COMPLETE
4093,4093,14506.75,2023-11-15 12:14:52.060579,2023-11-15 12:14:52.428681,0 days 00:00:00.368102,0.9,70,2.75,0.9,20,75,COMPLETE
4094,4094,16726.25,2023-11-15 12:14:52.430352,2023-11-15 12:14:52.787446,0 days 00:00:00.357094,0.8,10,3.0,0.9,15,61,COMPLETE
4095,4095,16719.5,2023-11-15 12:14:52.789151,2023-11-15 12:14:53.146650,0 days 00:00:00.357499,0.8,10,3.0,0.9,22,66,COMPLETE
4096,4096,17392.75,2023-11-15 12:14:53.148409,2023-11-15 12:14:53.502324,0 days 00:00:00.353915,0.8,20,3.0,0.30000000000000004,25,71,COMPLETE
4097,4097,17926.25,2023-11-15 12:14:53.504020,2023-11-15 12:14:53.858125,0 days 00:00:00.354105,0.8,10,2.75,0.9,18,80,COMPLETE
4098,4098,18585.0,2023-11-15 12:14:53.860013,2023-11-15 12:14:54.207472,0 days 00:00:00.347459,0.7000000000000001,10,3.0,0.9,21,76,COMPLETE
4099,4099,17547.25,2023-11-15 12:14:54.210062,2023-11-15 12:14:54.567848,0 days 00:00:00.357786,0.8,10,3.0,0.9,17,68,COMPLETE
4100,4100,17369.5,2023-11-15 12:14:54.569679,2023-11-15 12:14:54.922664,0 days 00:00:00.352985,0.8,10,3.0,0.9,13,73,COMPLETE
4101,4101,15759.0,2023-11-15 12:14:54.924461,2023-11-15 12:14:55.295017,0 days 00:00:00.370556,0.8,40,2.75,0.9,23,70,COMPLETE
4102,4102,17654.5,2023-11-15 12:14:55.297084,2023-11-15 12:14:55.647919,0 days 00:00:00.350835,0.8,10,3.0,0.9,20,65,COMPLETE
4103,4103,18120.5,2023-11-15 12:14:55.649697,2023-11-15 12:14:56.004354,0 days 00:00:00.354657,0.8,10,2.5,0.8,16,77,COMPLETE
4104,4104,17834.5,2023-11-15 12:14:56.006260,2023-11-15 12:14:56.357823,0 days 00:00:00.351563,0.5,10,3.0,0.9,19,73,COMPLETE
4105,4105,17547.25,2023-11-15 12:14:56.359912,2023-11-15 12:14:56.714010,0 days 00:00:00.354098,0.8,10,2.75,0.9,24,68,COMPLETE
4106,4106,8252.25,2023-11-15 12:14:56.715854,2023-11-15 12:14:57.147671,0 days 00:00:00.431817,0.1,10,3.0,0.4,27,74,COMPLETE
4107,4107,17289.0,2023-11-15 12:14:57.149512,2023-11-15 12:14:57.521658,0 days 00:00:00.372146,0.6,10,3.0,0.5,15,70,COMPLETE
