,value,max_episodes,gamma,alpha,initialization,decay_rate,decay_interval
2229,100.0,188,0.6,0.6,37,3.0,61
2230,100.0,435,0.5,0.9,5,1.75,41
2231,100.0,515,0.4,0.1,24,2.5,91
2232,100.0,780,0.7000000000000001,0.2,67,1.5,71
2233,-100.0,166,0.5,0.9,82,0.5,81
2234,100.0,657,0.1,0.8,45,2.25,61
2235,100.0,751,0.30000000000000004,0.30000000000000004,19,1.75,11
2236,100.0,582,0.2,0.6,90,2.75,51
2237,100.0,715,0.4,0.4,29,3.0,31
2238,100.0,934,0.8,0.7000000000000001,98,2.5,71
2239,100.0,964,0.6,0.2,35,2.0,81
2240,100.0,600,0.30000000000000004,0.9,54,2.25,91
2241,100.0,136,0.9,0.8,58,1.0,1
2242,100.0,348,0.5,0.1,61,1.25,61
2243,100.0,854,0.4,0.8,40,1.5,61
2244,100.0,276,0.7000000000000001,0.5,14,3.0,51
2245,0.0,559,0.2,0.9,0,2.75,71
2246,100.0,825,0.5,0.7000000000000001,76,2.0,31
2247,100.0,114,0.1,0.30000000000000004,100,1.75,71
2248,100.0,762,0.7000000000000001,0.6,79,3.0,41
2249,100.0,877,0.6,0.2,49,2.25,21
2250,100.0,683,0.30000000000000004,0.9,26,1.0,61
2251,100.0,737,0.4,0.7000000000000001,43,0.75,51
2252,100.0,621,0.5,0.8,16,2.5,11
2253,100.0,408,0.2,0.4,70,2.75,81
2254,100.0,1000,0.9,0.1,47,2.0,71
2255,100.0,234,0.30000000000000004,0.9,73,1.75,91
2256,100.0,652,0.1,0.6,11,3.0,61
2257,100.0,572,0.4,0.2,21,1.5,81
2258,100.0,309,0.5,0.9,18,2.25,41
2259,100.0,984,0.30000000000000004,0.8,7,1.0,31
2260,100.0,698,0.2,0.5,32,2.5,71
2261,100.0,100,0.7000000000000001,0.30000000000000004,64,1.25,51
2262,100.0,492,0.6,0.6,95,3.0,71
2263,100.0,534,0.4,0.9,13,2.75,61
2264,100.0,946,0.5,0.8,23,1.75,91
2265,100.0,359,0.6,0.7000000000000001,50,2.75,21
2266,100.0,800,0.4,0.9,41,2.5,61
2267,100.0,914,0.30000000000000004,0.1,77,2.0,51
2268,100.0,590,0.5,0.6,85,3.0,1
2269,100.0,710,0.1,0.30000000000000004,55,2.25,81
2270,100.0,669,0.9,0.2,38,1.5,71
2271,100.0,748,0.2,0.4,29,1.75,71
2272,100.0,636,0.4,0.9,74,3.0,41
2273,100.0,773,0.8,0.7000000000000001,46,2.75,61
2274,100.0,318,0.7000000000000001,0.8,3,2.5,51
2275,100.0,848,0.30000000000000004,0.1,9,2.25,81
2276,100.0,558,0.5,0.5,34,1.25,91
2277,100.0,465,0.2,0.2,15,1.0,61
2278,100.0,614,0.30000000000000004,0.9,80,3.0,71
2279,100.0,723,0.6,0.8,27,1.5,41
2280,100.0,525,0.4,0.7000000000000001,25,0.75,51
2281,100.0,814,0.1,0.6,44,1.75,61
2282,100.0,875,0.7000000000000001,0.30000000000000004,92,2.5,71
2283,100.0,786,0.5,0.4,11,2.75,61
2284,100.0,443,0.5,0.8,69,2.25,31
2285,-100.0,549,0.6,0.9,52,0.25,81
2286,100.0,577,0.2,0.2,88,2.0,51
2287,100.0,665,0.4,0.5,31,1.5,71
2288,100.0,694,0.30000000000000004,0.9,20,1.75,91
2289,100.0,336,0.9,0.1,36,2.0,11
2290,100.0,369,0.1,0.7000000000000001,13,3.0,81
2291,100.0,598,0.5,0.6,18,2.75,1
2292,100.0,397,0.6,0.2,75,2.5,41
2293,100.0,145,0.7000000000000001,0.8,48,3.0,71
2294,100.0,970,0.30000000000000004,0.30000000000000004,71,1.0,61
2295,100.0,751,0.8,0.9,66,1.5,71
2296,0.0,646,0.4,0.7000000000000001,22,2.25,91
2297,100.0,901,0.5,0.1,83,0.5,51
2298,100.0,828,0.1,0.4,33,1.25,81
2299,100.0,295,0.2,0.9,59,1.75,71
2300,100.0,508,0.4,0.6,78,2.5,61
2301,100.0,736,0.30000000000000004,0.8,16,2.75,51
2302,100.0,255,0.6,0.2,39,3.0,41
2303,100.0,953,0.7000000000000001,0.5,5,2.25,61
2304,100.0,680,0.5,0.9,42,2.0,71
2305,100.0,856,0.30000000000000004,0.7000000000000001,97,1.75,31
2306,100.0,713,0.9,0.8,9,1.25,71
2307,100.0,193,0.4,0.4,45,0.75,61
2308,100.0,632,0.2,0.30000000000000004,51,2.75,81
2309,100.0,569,0.6,0.6,14,1.0,21
2310,100.0,766,0.5,0.2,100,2.5,41
2311,100.0,605,0.30000000000000004,0.9,24,3.0,51
2312,100.0,538,0.4,0.7000000000000001,56,1.75,11
2313,100.0,983,0.1,0.1,29,1.5,91
2314,0.0,789,0.7000000000000001,0.8,61,2.0,71
2315,100.0,725,0.5,0.9,19,2.25,61
2316,100.0,885,0.30000000000000004,0.5,7,2.5,71
2317,100.0,693,0.2,0.8,11,3.0,51
2318,100.0,165,0.8,0.6,36,2.75,81
2319,100.0,480,0.4,0.7000000000000001,94,1.75,1
2320,100.0,932,0.6,0.9,48,2.25,61
2321,100.0,657,0.5,0.1,81,1.5,81
2322,100.0,806,0.1,0.30000000000000004,27,1.0,41
2323,100.0,579,0.2,0.9,16,3.0,71
2324,100.0,831,0.30000000000000004,0.2,90,2.75,51
2325,100.0,617,0.5,0.4,32,2.5,91
2326,100.0,418,0.9,0.8,13,1.25,61
2327,100.0,335,0.7000000000000001,0.7000000000000001,72,2.0,61
2328,100.0,550,0.4,0.6,64,1.75,71
2329,100.0,861,0.5,0.8,76,3.0,71
2330,100.0,748,0.30000000000000004,0.1,41,3.0,51
2331,100.0,211,0.6,0.9,67,2.25,91
2332,100.0,268,0.1,0.2,46,2.75,21
2333,100.0,382,0.2,0.9,44,1.5,31
2334,100.0,672,0.4,0.5,18,2.5,71
2335,-100.0,640,0.7000000000000001,0.8,25,0.25,81
2336,100.0,702,0.5,0.2,86,1.0,11
2337,100.0,350,0.4,0.30000000000000004,2,2.0,61
2338,100.0,590,0.6,0.6,21,2.25,41
2339,100.0,526,0.2,0.7000000000000001,49,0.5,51
2340,100.0,841,0.9,0.9,12,1.75,71
2341,100.0,759,0.30000000000000004,0.4,9,3.0,61
2342,100.0,912,0.5,0.7000000000000001,35,0.75,91
2343,100.0,779,0.30000000000000004,0.9,30,2.75,81
2344,100.0,456,0.4,0.8,53,2.5,31
2345,100.0,733,0.6,0.6,79,1.5,51
2346,100.0,669,0.5,0.1,73,3.0,1
2347,100.0,320,0.7000000000000001,0.4,16,1.25,61
2348,100.0,564,0.8,0.5,39,1.75,71
2349,100.0,506,0.1,0.2,14,2.5,41
2350,100.0,966,0.2,0.30000000000000004,57,2.75,81
2351,100.0,601,0.4,0.9,69,2.25,61
2352,100.0,885,0.30000000000000004,0.8,22,1.0,71
2353,100.0,999,0.6,0.9,28,2.0,71
2354,100.0,623,0.5,0.7000000000000001,75,1.5,41
2355,100.0,721,0.9,0.1,51,1.75,51
2356,100.0,687,0.1,0.6,5,3.0,71
2357,100.0,115,0.5,0.9,98,2.25,61
2358,100.0,652,0.30000000000000004,0.5,46,1.25,31
2359,100.0,233,0.4,0.8,83,2.75,81
2360,100.0,180,0.2,0.7000000000000001,11,2.5,91
2361,100.0,801,0.6,0.30000000000000004,33,1.75,61
2362,100.0,764,0.7000000000000001,0.2,7,2.0,71
2363,0.0,547,0.4,0.8,0,3.0,21
2364,100.0,297,0.30000000000000004,0.4,37,1.0,51
2365,100.0,150,0.2,0.1,24,2.75,81
2366,100.0,361,0.8,0.9,77,2.5,71
2367,100.0,701,0.5,0.6,92,2.25,61
2368,100.0,819,0.7000000000000001,0.2,44,3.0,91
2369,100.0,865,0.1,0.7000000000000001,54,1.5,41
2370,100.0,575,0.4,0.9,14,2.75,51
2371,100.0,955,0.30000000000000004,0.8,20,1.75,11
2372,100.0,739,0.5,0.5,62,0.75,71
2373,100.0,626,0.9,0.6,31,1.25,1
2374,100.0,897,0.6,0.30000000000000004,17,2.0,61
2375,100.0,675,0.5,0.4,9,3.0,81
2376,100.0,648,0.4,0.2,41,1.0,61
2377,100.0,281,0.2,0.9,26,2.25,71
2378,100.0,593,0.30000000000000004,0.1,50,2.0,91
2379,100.0,523,0.5,0.7000000000000001,48,2.5,51
2380,100.0,787,0.6,0.9,96,3.0,31
2381,100.0,489,0.30000000000000004,0.8,12,1.5,71
2382,100.0,844,0.1,0.2,71,2.25,81
2383,100.0,429,0.7000000000000001,0.8,43,2.75,61
2384,100.0,715,0.2,0.9,23,0.5,41
2385,100.0,980,0.4,0.6,59,1.75,61
2386,100.0,551,0.5,0.5,15,3.0,51
2387,100.0,389,0.8,0.30000000000000004,34,2.5,71
2388,100.0,130,0.9,0.1,65,2.75,71
2389,100.0,328,0.30000000000000004,0.9,18,1.75,81
2390,100.0,769,0.2,0.8,74,1.5,91
2391,100.0,927,0.7000000000000001,0.7000000000000001,30,2.5,61
2392,100.0,821,0.6,0.6,80,1.0,41
2393,100.0,566,0.1,0.9,88,3.0,71
2394,100.0,869,0.4,0.7000000000000001,20,2.25,51
2395,100.0,605,0.5,0.2,46,2.0,21
2396,100.0,690,0.5,0.4,38,1.25,11
2397,100.0,580,0.30000000000000004,0.8,28,3.0,71
2398,0.0,742,0.4,0.7000000000000001,10,2.75,81
2399,100.0,660,0.7000000000000001,0.9,78,1.75,61
2400,100.0,639,0.6,0.4,94,2.25,91
2401,100.0,710,0.30000000000000004,0.1,13,0.75,51
2402,100.0,312,0.4,0.30000000000000004,3,1.5,1
2403,-100.0,837,0.2,0.5,68,0.25,61
2404,100.0,372,0.5,0.2,6,2.5,71
2405,100.0,754,0.1,0.8,26,3.0,31
2406,100.0,802,0.5,0.9,85,1.75,71
2407,-100.0,100,0.4,0.6,35,2.0,41
2408,100.0,613,0.6,0.7000000000000001,82,2.5,51
2409,100.0,723,0.9,0.8,100,2.75,81
2410,100.0,540,0.30000000000000004,0.6,48,1.5,61
2411,100.0,947,0.2,0.2,63,2.25,91
2412,100.0,345,0.5,0.9,52,1.0,81
2413,100.0,986,0.7000000000000001,0.1,40,3.0,21
2414,100.0,470,0.8,0.30000000000000004,43,2.75,61
2415,100.0,677,0.6,0.9,76,1.75,71
2416,100.0,521,0.30000000000000004,0.9,32,1.25,71
2417,100.0,401,0.2,0.7000000000000001,16,1.75,51
2418,100.0,856,0.1,0.8,56,2.5,61
2419,100.0,560,0.4,0.5,23,2.25,51
2420,100.0,631,0.5,0.30000000000000004,73,2.0,41
2421,100.0,584,0.9,0.1,10,3.0,31
2422,100.0,889,0.30000000000000004,0.4,50,1.0,71
2423,100.0,769,0.4,0.8,90,1.25,91
2424,100.0,499,0.6,0.6,19,2.75,41
2425,100.0,784,0.5,0.9,12,1.5,61
2426,100.0,698,0.2,0.2,46,2.5,81
2427,100.0,442,0.7000000000000001,0.8,8,2.25,51
2428,100.0,665,0.1,0.6,15,3.0,71
2429,100.0,153,0.4,0.9,37,1.75,61
2430,100.0,969,0.30000000000000004,0.7000000000000001,29,2.75,71
2431,100.0,736,0.5,0.2,71,2.0,81
2432,100.0,204,0.7000000000000001,0.30000000000000004,98,3.0,1
2433,100.0,912,0.6,0.1,60,0.75,61
2434,100.0,542,0.2,0.7000000000000001,21,1.5,91
2435,100.0,828,0.4,0.4,25,2.5,11
2436,100.0,648,0.9,0.8,17,1.0,51
2437,100.0,598,0.30000000000000004,0.6,33,2.25,71
2438,100.0,306,0.5,0.9,14,1.75,71
2439,100.0,620,0.1,0.5,4,3.0,51
2440,100.0,687,0.8,0.2,66,2.0,41
2441,100.0,748,0.30000000000000004,0.9,78,2.75,31
2442,100.0,809,0.5,0.8,41,1.75,81
2443,100.0,130,0.6,0.5,44,1.25,61
2444,100.0,571,0.4,0.1,75,2.25,61
2445,100.0,418,0.2,0.4,11,3.0,71
2446,100.0,876,0.7000000000000001,0.7000000000000001,54,2.5,81
2447,100.0,703,0.5,0.30000000000000004,96,1.5,91
2448,100.0,515,0.6,0.9,50,2.75,71
2449,-100.0,171,0.4,0.6,31,1.0,11
2450,100.0,267,0.30000000000000004,0.8,47,2.5,41
2451,100.0,347,0.1,0.9,35,3.0,21
2452,100.0,845,0.5,0.8,38,1.25,61
2453,100.0,654,0.30000000000000004,0.2,22,2.0,51
2454,100.0,720,0.2,0.9,18,0.5,71
2455,100.0,987,0.9,0.30000000000000004,81,0.75,81
2456,100.0,935,0.7000000000000001,0.7000000000000001,58,1.75,1
2457,100.0,609,0.8,0.2,28,2.25,61
2458,-100.0,240,0.4,0.1,70,2.75,71
2459,0.0,288,0.5,0.9,7,3.0,91
2460,100.0,785,0.30000000000000004,0.6,13,1.5,31
2461,100.0,552,0.1,0.4,84,2.0,51
2462,100.0,369,0.2,0.5,87,1.0,61
2463,100.0,999,0.4,0.7000000000000001,42,2.25,81
2464,100.0,326,0.6,0.8,26,2.75,41
2465,100.0,677,0.5,0.9,52,2.5,71
2466,100.0,729,0.4,0.2,48,3.0,61
2467,100.0,589,0.7000000000000001,0.1,73,1.75,51
2468,100.0,636,0.30000000000000004,0.6,93,2.5,71
2469,-100.0,531,0.5,0.8,9,0.25,61
2470,100.0,868,0.1,0.30000000000000004,20,2.0,81
2471,100.0,763,0.30000000000000004,0.7000000000000001,16,3.0,41
2472,100.0,458,0.6,0.9,12,1.75,71
2473,100.0,570,0.2,0.5,80,2.75,91
2474,100.0,951,0.9,0.8,45,1.5,51
2475,100.0,811,0.7000000000000001,0.4,30,2.25,71
2476,100.0,971,0.4,0.9,62,2.5,31
2477,100.0,219,0.6,0.6,78,1.0,61
2478,100.0,664,0.5,0.2,68,3.0,21
2479,100.0,902,0.1,0.1,39,2.75,71
2480,100.0,705,0.2,0.9,33,1.25,11
2481,100.0,857,0.30000000000000004,0.8,76,1.75,91
2482,100.0,760,0.5,0.30000000000000004,25,1.5,1
2483,100.0,749,0.4,0.7000000000000001,2,2.25,51
2484,100.0,629,0.2,0.5,18,2.5,81
2485,100.0,683,0.6,0.4,14,2.75,61
2486,100.0,553,0.7000000000000001,0.9,23,3.0,41
2487,100.0,792,0.8,0.8,36,2.0,71
2488,100.0,830,0.5,0.2,11,1.75,81
2489,100.0,487,0.4,0.6,27,0.75,61
2490,100.0,725,0.30000000000000004,0.7000000000000001,91,2.25,51
2491,-100.0,121,0.9,0.9,43,1.0,71
2492,0.0,614,0.5,0.1,0,3.0,91
2493,100.0,580,0.30000000000000004,0.30000000000000004,54,1.5,51
2494,100.0,655,0.1,0.8,6,2.5,61
2495,100.0,389,0.4,0.9,49,2.75,71
2496,100.0,879,0.6,0.6,57,2.25,41
2497,100.0,713,0.5,0.2,74,1.25,81
2498,100.0,316,0.30000000000000004,0.6,47,3.0,21
2499,100.0,356,0.7000000000000001,0.7000000000000001,65,2.0,61
2500,100.0,535,0.2,0.1,15,1.75,71
2501,100.0,193,0.6,0.9,95,0.5,31
2502,100.0,773,0.4,0.8,100,2.75,51
2503,100.0,254,0.9,0.4,71,1.0,61
2504,100.0,737,0.30000000000000004,0.7000000000000001,31,2.5,71
2505,100.0,150,0.1,0.8,9,1.5,81
2506,100.0,928,0.5,0.5,20,3.0,61
2507,100.0,600,0.4,0.2,41,2.0,41
2508,100.0,690,0.2,0.9,28,1.75,91
2509,100.0,512,0.7000000000000001,0.1,23,2.75,71
2510,100.0,837,0.5,0.30000000000000004,52,2.25,51
2511,100.0,643,0.8,0.9,17,1.25,61
2512,100.0,555,0.2,0.7000000000000001,44,2.5,71
2513,100.0,672,0.5,0.6,13,3.0,81
2514,100.0,803,0.30000000000000004,0.4,11,1.75,1
2515,100.0,893,0.4,0.2,35,1.5,91
2516,100.0,289,0.6,0.8,50,2.25,11
2517,100.0,338,0.1,0.9,82,0.25,41
2518,100.0,850,0.30000000000000004,0.6,77,2.75,51
2519,100.0,966,0.4,0.8,69,2.0,71
2520,100.0,436,0.5,0.5,89,3.0,61
2521,100.0,571,0.7000000000000001,0.9,46,1.75,81
2522,100.0,586,0.8,0.30000000000000004,60,2.5,71
2523,-100.0,776,0.6,0.7000000000000001,98,1.0,51
2524,100.0,619,0.9,0.1,5,2.25,31
2525,100.0,700,0.2,0.8,15,3.0,61
2526,100.0,743,0.30000000000000004,0.9,55,2.75,91
2527,100.0,985,0.4,0.4,33,1.5,71
2528,100.0,667,0.5,0.2,39,2.5,51
2529,100.0,596,0.7000000000000001,0.6,21,2.0,61
2530,100.0,535,0.1,0.7000000000000001,75,1.25,81
2531,100.0,635,0.5,0.30000000000000004,8,1.75,71
2532,100.0,819,0.30000000000000004,0.2,72,3.0,11
2533,100.0,723,0.2,0.8,25,2.5,41
2534,100.0,756,0.6,0.9,79,2.75,61
2535,100.0,399,0.4,0.5,30,2.25,71
2536,100.0,863,0.4,0.9,18,0.5,91
2537,-100.0,508,0.9,0.7000000000000001,86,0.75,81
2538,100.0,372,0.5,0.1,14,3.0,51
2539,100.0,913,0.30000000000000004,0.9,47,1.5,41
2540,100.0,175,0.1,0.8,11,1.0,61
2541,100.0,415,0.7000000000000001,0.4,96,1.75,1
2542,-100.0,112,0.6,0.6,67,2.25,71
2543,100.0,478,0.2,0.30000000000000004,84,3.0,71
2544,100.0,646,0.4,0.2,92,2.0,31
2545,100.0,561,0.5,0.5,63,2.5,61
2546,100.0,953,0.30000000000000004,0.1,16,0.75,81
2547,100.0,789,0.5,0.7000000000000001,40,2.75,21
2548,100.0,311,0.1,0.9,45,1.25,51
2549,100.0,690,0.4,0.8,23,1.75,91
2550,100.0,527,0.7000000000000001,0.9,27,1.5,61
2551,100.0,334,0.2,0.8,36,2.5,41
2552,100.0,885,0.30000000000000004,0.9,42,2.25,71
2553,100.0,607,0.6,0.6,52,3.0,81
2554,100.0,665,0.8,0.30000000000000004,12,2.75,61
2555,100.0,708,0.5,0.2,49,1.0,51
2556,100.0,734,0.9,0.7000000000000001,19,1.75,71
2557,100.0,848,0.4,0.8,32,3.0,71
2558,100.0,547,0.6,0.6,3,2.0,61
2559,100.0,999,0.30000000000000004,0.4,8,2.75,91
2560,100.0,453,0.2,0.1,77,2.25,51
2561,100.0,584,0.1,0.5,74,1.5,41
2562,100.0,820,0.7000000000000001,0.2,34,1.0,71
2563,100.0,936,0.5,0.9,10,1.25,21
2564,100.0,144,0.5,0.8,30,2.5,31
2565,100.0,752,0.4,0.7000000000000001,38,3.0,61
2566,100.0,274,0.30000000000000004,0.9,14,1.75,11
2567,100.0,629,0.6,0.4,24,2.0,81
2568,100.0,780,0.2,0.30000000000000004,80,2.25,1
2569,100.0,499,0.8,0.6,20,2.75,71
2570,-100.0,100,0.1,0.2,57,2.5,51
2571,100.0,976,0.4,0.7000000000000001,17,3.0,81
2572,100.0,690,0.5,0.1,65,1.5,41
2573,100.0,353,0.9,0.9,48,0.75,61
2574,100.0,871,0.30000000000000004,0.8,44,1.75,91
2575,100.0,564,0.6,0.9,28,2.75,61
2576,100.0,218,0.2,0.6,71,3.0,71
2577,100.0,715,0.30000000000000004,0.30000000000000004,13,2.25,71
2578,100.0,661,0.7000000000000001,0.5,61,1.5,51
2579,100.0,801,0.5,0.2,94,1.25,91
2580,100.0,907,0.4,0.8,21,2.0,31
2581,100.0,770,0.5,0.1,88,2.5,81
2582,-100.0,611,0.4,0.7000000000000001,6,0.25,71
2583,100.0,570,0.1,0.9,98,3.0,61
2584,100.0,678,0.30000000000000004,0.8,82,1.0,21
2585,100.0,544,0.2,0.2,16,2.75,41
2586,100.0,380,0.6,0.6,42,1.75,81
2587,100.0,651,0.5,0.9,55,2.25,61
2588,100.0,840,0.7000000000000001,0.5,25,2.0,71
2589,100.0,298,0.9,0.4,37,2.5,51
2590,100.0,737,0.30000000000000004,0.8,73,1.75,61
2591,100.0,586,0.4,0.7000000000000001,51,3.0,51
2592,100.0,954,0.2,0.30000000000000004,76,2.5,71
2593,100.0,821,0.7000000000000001,0.9,12,2.75,71
2594,100.0,164,0.5,0.1,32,2.25,1
2595,100.0,763,0.6,0.6,10,1.5,11
2596,100.0,516,0.1,0.7000000000000001,34,3.0,91
2597,100.0,726,0.4,0.9,46,1.25,81
2598,100.0,704,0.30000000000000004,0.2,78,1.75,61
2599,100.0,1000,0.2,0.8,19,2.0,71
2600,-100.0,327,0.5,0.9,8,0.5,51
2601,100.0,247,0.6,0.5,29,3.0,41
2602,100.0,134,0.30000000000000004,0.4,68,1.0,81
2603,100.0,626,0.9,0.1,50,2.75,31
2604,100.0,797,0.5,0.6,22,2.5,61
2605,100.0,880,0.7000000000000001,0.8,59,1.5,71
2606,100.0,191,0.4,0.9,26,1.0,91
2607,100.0,602,0.8,0.7000000000000001,4,2.25,61
2608,100.0,650,0.1,0.2,15,1.75,51
2609,100.0,681,0.4,0.30000000000000004,43,2.75,71
2610,100.0,537,0.30000000000000004,0.8,40,2.0,81
2611,0.0,409,0.6,0.9,0,3.0,41
2612,100.0,745,0.5,0.6,48,2.5,71
2613,100.0,861,0.2,0.2,75,2.25,61
2614,100.0,967,0.5,0.7000000000000001,70,1.75,51
2615,100.0,562,0.2,0.1,86,1.25,1
2616,100.0,926,0.7000000000000001,0.9,63,3.0,71
2617,100.0,355,0.1,0.4,53,2.75,91
2618,100.0,473,0.4,0.9,13,1.5,81
2619,100.0,640,0.9,0.5,17,1.0,61
2620,0.0,893,0.30000000000000004,0.30000000000000004,90,0.75,41
2621,100.0,842,0.6,0.8,45,2.5,51
2622,100.0,594,0.30000000000000004,0.2,80,3.0,31
2623,100.0,668,0.5,0.7000000000000001,100,2.0,21
2624,100.0,704,0.8,0.8,31,1.75,61
2625,100.0,316,0.4,0.6,36,2.75,71
2626,100.0,772,0.1,0.4,15,2.25,81
2627,100.0,427,0.6,0.9,22,1.5,41
2628,100.0,982,0.2,0.1,96,1.25,11
2629,100.0,757,0.5,0.30000000000000004,83,2.5,71
2630,100.0,120,0.7000000000000001,0.6,11,3.0,61
2631,100.0,817,0.4,0.7000000000000001,9,1.75,51
2632,100.0,620,0.30000000000000004,0.5,73,2.75,91
2633,100.0,574,0.2,0.9,67,2.0,81
2634,100.0,496,0.5,0.8,24,1.25,21
2635,100.0,722,0.4,0.9,93,2.25,71
2636,100.0,527,0.9,0.8,38,3.0,51
2637,100.0,685,0.1,0.2,50,1.75,61
2638,100.0,550,0.6,0.1,34,2.5,51
2639,100.0,742,0.7000000000000001,0.6,27,1.0,71
2640,100.0,334,0.5,0.7000000000000001,19,2.75,61
2641,100.0,854,0.30000000000000004,0.2,2,2.25,91
2642,100.0,658,0.30000000000000004,0.30000000000000004,6,1.5,41
2643,100.0,791,0.4,0.9,13,3.0,31
2644,100.0,231,0.5,0.4,46,2.25,71
2645,100.0,276,0.8,0.8,40,2.5,81
2646,100.0,590,0.6,0.9,43,2.75,61
2647,-100.0,376,0.2,0.1,29,1.0,71
2648,100.0,446,0.7000000000000001,0.8,78,1.75,61
2649,100.0,701,0.4,0.7000000000000001,76,3.0,91
2650,100.0,304,0.30000000000000004,0.6,54,2.0,41
2651,-100.0,833,0.5,0.9,47,0.25,1
2652,100.0,629,0.9,0.2,17,0.5,71
2653,100.0,564,0.1,0.7000000000000001,31,0.75,11
2654,100.0,945,0.2,0.5,65,1.5,51
2655,100.0,202,0.30000000000000004,0.4,21,1.75,71
2656,100.0,899,0.5,0.8,24,2.5,81
2657,100.0,610,0.4,0.30000000000000004,59,2.0,31
2658,100.0,721,0.6,0.9,10,3.0,61
2659,100.0,674,0.5,0.1,70,2.25,51
2660,100.0,870,0.2,0.6,57,2.75,61
2661,100.0,759,0.7000000000000001,0.5,15,2.75,81
2662,100.0,646,0.4,0.9,61,2.5,71
2663,100.0,344,0.30000000000000004,0.2,49,1.5,91
2664,100.0,780,0.1,0.8,12,3.0,41
2665,100.0,808,0.6,0.30000000000000004,52,1.25,71
2666,100.0,518,0.5,0.7000000000000001,33,1.75,71
2667,100.0,159,0.4,0.9,36,2.25,81
2668,100.0,968,0.9,0.2,72,3.0,51
2669,100.0,923,0.30000000000000004,0.4,84,2.0,61
2670,100.0,540,0.7000000000000001,0.8,91,1.0,41
2671,100.0,578,0.5,0.7000000000000001,7,2.5,1
2672,100.0,737,0.2,0.6,27,2.75,91
2673,100.0,398,0.8,0.1,45,1.75,61
2674,100.0,703,0.1,0.9,18,1.25,71
2675,100.0,984,0.6,0.6,81,1.5,11
2676,100.0,257,0.4,0.5,40,2.25,21
2677,100.0,557,0.30000000000000004,0.8,4,3.0,51
2678,100.0,692,0.5,0.9,74,2.5,31
2679,100.0,629,0.2,0.7000000000000001,22,0.75,61
2680,0.0,849,0.30000000000000004,0.30000000000000004,10,1.0,81
2681,100.0,608,0.6,0.2,95,3.0,71
2682,100.0,663,0.4,0.9,42,2.0,61
2683,100.0,478,0.1,0.1,13,2.75,81
2684,100.0,588,0.5,0.8,88,1.5,71
2685,100.0,358,0.7000000000000001,0.6,29,1.75,51
2686,100.0,832,0.30000000000000004,0.8,76,2.25,91
2687,100.0,877,0.4,0.7000000000000001,25,2.75,71
2688,100.0,180,0.5,0.9,98,2.5,41
2689,100.0,139,0.6,0.2,38,3.0,51
2690,100.0,801,0.9,0.4,16,2.0,61
2691,100.0,727,0.30000000000000004,0.1,32,1.75,71
2692,100.0,681,0.2,0.5,35,2.25,61
2693,100.0,764,0.2,0.9,14,1.0,41
2694,100.0,642,0.4,0.30000000000000004,20,3.0,31
2695,100.0,292,0.7000000000000001,0.7000000000000001,47,1.5,91
2696,100.0,908,0.1,0.6,51,2.75,81
2697,100.0,748,0.5,0.8,8,2.5,71
2698,100.0,954,0.8,0.4,56,1.25,61
2699,0.0,542,0.30000000000000004,0.2,12,0.5,51
2700,100.0,779,0.6,0.9,79,1.75,81
2701,100.0,493,0.5,0.30000000000000004,44,2.25,61
2702,100.0,713,0.4,0.8,69,2.5,71
2703,100.0,573,0.9,0.9,63,3.0,51
2704,-100.0,605,0.7000000000000001,0.7000000000000001,49,0.25,71
2705,100.0,999,0.4,0.1,66,1.5,1
2706,100.0,521,0.2,0.6,72,2.75,21
2707,-100.0,114,0.30000000000000004,0.5,23,2.0,81
2708,100.0,652,0.6,0.9,30,0.75,91
2709,100.0,383,0.5,0.4,17,2.25,61
2710,100.0,817,0.1,0.2,41,1.0,41
2711,100.0,322,0.30000000000000004,0.8,26,3.0,71
2712,100.0,678,0.5,0.9,2,1.25,51
2713,100.0,892,0.2,0.30000000000000004,14,1.75,61
2714,100.0,553,0.5,0.6,19,2.5,71
2715,100.0,733,0.4,0.7000000000000001,86,3.0,31
2716,100.0,439,0.7000000000000001,0.1,78,2.75,71
2717,100.0,866,0.6,0.5,74,1.75,51
2718,100.0,622,0.1,0.8,10,2.0,81
2719,100.0,466,0.8,0.2,93,2.25,61
2720,100.0,939,0.4,0.9,54,2.75,91
2721,100.0,413,0.30000000000000004,0.8,44,1.5,41
2722,100.0,975,0.9,0.9,48,3.0,11
2723,100.0,361,0.5,0.7000000000000001,28,2.5,71
2724,100.0,588,0.2,0.2,33,1.75,61
2725,100.0,753,0.6,0.4,81,1.0,71
2726,100.0,695,0.4,0.6,15,3.0,81
2727,100.0,848,0.7000000000000001,0.9,37,2.25,51
2728,100.0,795,0.30000000000000004,0.8,5,2.0,91
2729,100.0,341,0.5,0.1,76,2.5,61
2730,100.0,508,0.6,0.30000000000000004,97,1.25,71
2731,-100.0,712,0.1,0.6,21,0.5,31
2732,100.0,660,0.4,0.7000000000000001,9,1.75,41
2733,100.0,220,0.2,0.9,46,2.75,61
2734,100.0,831,0.30000000000000004,0.7000000000000001,58,0.75,1
2735,100.0,567,0.5,0.2,24,1.5,51
2736,100.0,637,0.7000000000000001,0.9,12,3.0,81
2737,100.0,532,0.1,0.5,64,2.5,71
2738,100.0,784,0.9,0.8,7,2.0,61
2739,100.0,604,0.5,0.6,35,2.25,51
2740,100.0,679,0.4,0.4,42,2.75,91
