,value,max_episodes,gamma,alpha,initialization,decay_rate,decay_interval
1703,100.0,447,0.4,0.4,75,1.0,71
1704,100.0,326,0.6,0.6,34,0.5,31
1705,100.0,999,0.2,0.8,89,0.75,41
1706,100.0,257,0.5,0.4,81,1.5,21
1707,100.0,532,0.9,0.2,62,1.0,41
1708,100.0,646,0.30000000000000004,0.30000000000000004,71,1.25,11
1709,100.0,670,0.6,0.5,42,2.0,31
1710,100.0,906,0.8,0.7000000000000001,85,2.75,61
1711,100.0,469,0.30000000000000004,0.9,18,1.5,41
1712,100.0,748,0.1,0.30000000000000004,51,2.25,51
1713,100.0,622,0.4,0.6,94,3.0,11
1714,100.0,347,0.5,0.4,69,1.75,1
1715,100.0,406,0.2,0.30000000000000004,77,1.25,21
1716,100.0,724,0.7000000000000001,0.7000000000000001,65,0.25,31
1717,100.0,509,0.30000000000000004,0.1,44,0.5,41
1718,100.0,555,0.1,0.5,97,0.75,61
1719,100.0,278,0.2,0.8,36,1.25,81
1720,100.0,853,0.4,0.9,90,1.75,71
1721,100.0,605,0.6,0.4,73,1.5,21
1722,100.0,696,0.9,0.2,83,0.75,51
1723,100.0,366,0.8,0.30000000000000004,100,2.5,31
1724,100.0,391,0.7000000000000001,0.5,60,1.75,51
1725,100.0,227,0.5,0.6,96,1.5,41
1726,100.0,660,0.6,0.8,87,2.0,31
1727,100.0,166,0.30000000000000004,0.4,63,2.25,21
1728,100.0,318,0.2,0.30000000000000004,93,1.5,71
1729,100.0,437,0.1,0.5,66,1.0,11
1730,100.0,491,0.30000000000000004,0.2,24,0.25,41
1731,100.0,251,0.4,0.4,68,3.0,61
1732,0.0,637,0.6,0.7000000000000001,0,1.75,31
1733,100.0,790,0.5,0.9,71,1.25,11
1734,100.0,590,0.7000000000000001,0.6,49,1.5,21
1735,100.0,297,0.2,0.30000000000000004,86,0.75,41
1736,100.0,332,0.9,0.5,54,0.5,91
1737,-100.0,417,0.1,0.1,56,1.75,1
1738,100.0,566,0.30000000000000004,0.30000000000000004,80,1.0,21
1739,100.0,518,0.5,0.8,91,1.25,41
1740,100.0,537,0.6,0.6,74,2.5,51
1741,100.0,363,0.4,0.4,89,2.0,61
1742,100.0,629,0.8,0.9,95,0.25,31
1743,100.0,461,0.7000000000000001,0.30000000000000004,83,2.75,41
1744,100.0,683,0.30000000000000004,0.5,65,1.5,11
1745,100.0,711,0.1,0.8,31,1.5,61
1746,100.0,271,0.2,0.2,77,0.75,71
1747,100.0,655,0.7000000000000001,0.7000000000000001,93,2.25,21
1748,100.0,313,0.6,0.30000000000000004,99,1.25,81
1749,100.0,387,0.4,0.4,52,1.0,41
1750,100.0,340,0.9,0.6,61,1.75,51
1751,100.0,760,0.1,0.5,69,1.5,31
1752,100.0,485,0.30000000000000004,0.9,47,0.25,11
1753,100.0,193,0.5,0.8,87,2.0,1
1754,100.0,888,0.2,0.2,97,0.5,21
1755,100.0,238,0.4,0.7000000000000001,7,1.25,31
1756,100.0,589,0.6,0.4,38,3.0,61
1757,100.0,605,0.30000000000000004,0.30000000000000004,85,0.75,41
1758,100.0,927,0.1,0.1,67,1.5,21
1759,100.0,963,0.6,0.4,72,1.75,51
1760,100.0,834,0.5,0.5,63,1.5,41
1761,100.0,286,0.2,0.30000000000000004,91,1.0,31
1762,100.0,261,0.9,0.6,26,1.75,51
1763,100.0,436,0.6,0.8,59,1.25,11
1764,100.0,549,0.7000000000000001,0.30000000000000004,81,2.5,41
1765,100.0,374,0.8,0.4,15,0.5,81
1766,100.0,215,0.30000000000000004,0.5,75,1.5,21
1767,100.0,506,0.2,0.7000000000000001,50,1.25,61
1768,100.0,637,0.5,0.30000000000000004,28,2.25,31
1769,100.0,665,0.7000000000000001,0.9,78,2.0,71
1770,100.0,574,0.1,0.2,95,3.0,11
1771,100.0,348,0.4,0.6,89,0.25,41
1772,100.0,412,0.4,0.4,57,0.75,31
1773,100.0,697,0.6,0.5,69,1.75,21
1774,100.0,303,0.30000000000000004,0.8,84,1.0,41
1775,100.0,814,0.1,0.30000000000000004,65,1.5,61
1776,100.0,332,0.9,0.4,88,2.75,91
1777,100.0,456,0.7000000000000001,0.6,92,0.75,1
1778,100.0,866,0.8,0.1,40,1.5,21
1779,100.0,727,0.5,0.7000000000000001,98,0.5,51
1780,100.0,679,0.30000000000000004,0.8,34,1.75,31
1781,100.0,618,0.2,0.9,94,1.25,71
1782,100.0,399,0.1,0.5,70,1.5,41
1783,100.0,651,0.6,0.30000000000000004,45,0.25,11
1784,100.0,780,0.4,0.6,67,0.75,51
1785,100.0,470,0.30000000000000004,0.2,12,2.0,61
1786,100.0,364,0.6,0.5,54,1.5,31
1787,100.0,248,0.4,0.4,73,2.25,41
1788,100.0,278,0.5,0.7000000000000001,82,3.0,21
1789,100.0,529,0.2,0.30000000000000004,48,1.0,11
1790,100.0,558,0.9,0.8,61,2.5,81
1791,100.0,316,0.7000000000000001,0.5,64,1.75,41
1792,100.0,385,0.30000000000000004,0.2,96,1.25,31
1793,100.0,424,0.1,0.9,87,2.75,21
1794,100.0,491,0.8,0.4,79,1.0,51
1795,100.0,585,0.2,0.30000000000000004,91,0.25,1
1796,100.0,350,0.7000000000000001,0.6,23,1.5,71
1797,100.0,628,0.6,0.30000000000000004,100,1.25,41
1798,100.0,944,0.30000000000000004,0.7000000000000001,51,1.75,11
1799,100.0,744,0.1,0.5,85,0.75,21
1800,-100.0,295,0.5,0.1,71,1.5,31
1801,100.0,803,0.6,0.8,75,0.5,41
1802,100.0,515,0.4,0.4,66,2.0,51
1803,100.0,539,0.2,0.9,93,1.75,41
1804,100.0,607,0.5,0.30000000000000004,63,1.25,61
1805,100.0,445,0.30000000000000004,0.6,58,2.25,21
1806,100.0,234,0.9,0.5,90,0.75,31
1807,100.0,666,0.7000000000000001,0.4,19,1.5,61
1808,100.0,322,0.4,0.8,97,3.0,11
1809,100.0,405,0.1,0.30000000000000004,42,2.0,51
1810,100.0,265,0.8,0.2,36,1.0,1
1811,100.0,688,0.6,0.7000000000000001,67,2.5,21
1812,100.0,646,0.30000000000000004,0.4,82,0.25,41
1813,100.0,910,0.1,0.6,55,0.5,31
1814,100.0,846,0.2,0.9,30,1.75,71
1815,100.0,367,0.7000000000000001,0.30000000000000004,77,1.5,21
1816,100.0,569,0.9,0.30000000000000004,69,1.25,91
1817,100.0,720,0.6,0.5,95,1.5,61
1818,100.0,217,0.4,0.4,4,0.75,41
1819,100.0,494,0.5,0.2,89,2.25,11
1820,100.0,340,0.2,0.8,72,1.75,31
1821,-100.0,292,0.30000000000000004,0.1,52,1.0,51
1822,100.0,706,0.4,0.6,86,1.5,41
1823,100.0,202,0.7000000000000001,0.5,45,0.25,31
1824,100.0,425,0.6,0.7000000000000001,33,3.0,11
1825,100.0,474,0.1,0.9,62,0.5,61
1826,100.0,388,0.5,0.4,84,1.25,21
1827,100.0,614,0.30000000000000004,0.30000000000000004,28,1.75,41
1828,100.0,308,0.8,0.8,80,1.5,21
1829,100.0,673,0.2,0.5,93,2.0,41
1830,100.0,593,0.30000000000000004,0.1,48,0.75,81
1831,100.0,650,0.1,0.2,97,1.0,31
1832,100.0,765,0.6,0.6,65,1.25,11
1833,100.0,262,0.9,0.4,74,1.5,1
1834,100.0,515,0.4,0.30000000000000004,88,2.75,61
1835,100.0,877,0.7000000000000001,0.9,59,1.75,51
1836,100.0,326,0.5,0.8,69,0.25,41
1837,100.0,551,0.30000000000000004,0.5,99,0.75,31
1838,100.0,365,0.1,0.30000000000000004,91,1.5,71
1839,100.0,626,0.6,0.4,25,2.25,21
1840,100.0,278,0.2,0.7000000000000001,94,2.5,61
1841,100.0,577,0.5,0.30000000000000004,71,1.5,21
1842,100.0,450,0.9,0.30000000000000004,2,1.0,41
1843,100.0,152,0.7000000000000001,0.6,38,1.25,51
1844,100.0,236,0.6,0.5,86,0.5,31
1845,100.0,824,0.8,0.4,21,1.75,11
1846,-100.0,173,0.4,0.2,67,1.25,11
1847,100.0,348,0.2,0.8,82,3.0,41
1848,100.0,385,0.30000000000000004,0.9,76,0.75,71
1849,100.0,498,0.1,0.6,64,2.0,51
1850,100.0,412,0.8,0.7000000000000001,50,1.5,1
1851,100.0,975,0.30000000000000004,0.4,96,0.25,21
1852,100.0,537,0.6,0.5,53,1.5,31
1853,100.0,666,0.5,0.30000000000000004,79,1.75,21
1854,100.0,692,0.1,0.1,56,2.25,81
1855,100.0,642,0.4,0.8,92,0.5,41
1856,100.0,471,0.7000000000000001,0.30000000000000004,61,0.75,61
1857,100.0,436,0.2,0.5,16,2.0,31
1858,100.0,312,0.6,0.2,84,1.0,41
1859,100.0,356,0.9,0.9,10,1.25,31
1860,100.0,1000,0.30000000000000004,0.7000000000000001,89,2.75,91
1861,100.0,286,0.30000000000000004,0.6,46,1.5,51
1862,100.0,740,0.5,0.4,73,1.75,61
1863,100.0,330,0.7000000000000001,0.4,67,3.0,1
1864,100.0,581,0.2,0.5,98,1.25,11
1865,100.0,604,0.4,0.8,41,1.5,41
1866,100.0,794,0.1,0.30000000000000004,87,1.0,41
1867,100.0,402,0.6,0.2,43,0.5,21
1868,100.0,246,0.9,0.6,71,0.25,71
1869,100.0,631,0.30000000000000004,0.9,68,0.75,11
1870,100.0,511,0.7000000000000001,0.4,94,1.75,31
1871,100.0,559,0.4,0.30000000000000004,63,1.5,21
1872,100.0,372,0.1,0.8,100,2.25,51
1873,100.0,924,0.2,0.5,76,2.5,41
1874,100.0,706,0.6,0.7000000000000001,90,1.75,61
1875,100.0,270,0.1,0.30000000000000004,81,1.0,21
1876,100.0,455,0.5,0.5,32,2.0,31
1877,100.0,658,0.8,0.6,65,0.75,51
1878,100.0,891,0.4,0.4,59,1.25,41
1879,100.0,684,0.30000000000000004,0.9,52,1.5,21
1880,-100.0,197,0.5,0.1,95,0.25,11
1881,100.0,775,0.6,0.8,92,1.5,31
1882,100.0,301,0.9,0.30000000000000004,49,2.75,61
1883,100.0,222,0.8,0.7000000000000001,84,3.0,71
1884,100.0,480,0.30000000000000004,0.2,78,1.75,81
1885,100.0,346,0.2,0.6,70,1.25,41
1886,100.0,383,0.7000000000000001,0.4,74,1.5,1
1887,100.0,535,0.6,0.5,86,0.75,91
1888,100.0,594,0.1,0.30000000000000004,55,2.5,51
1889,100.0,255,0.5,0.2,96,1.0,11
1890,100.0,646,0.30000000000000004,0.30000000000000004,30,2.0,41
1891,100.0,323,0.2,0.7000000000000001,57,0.5,31
1892,100.0,612,0.4,0.9,62,1.25,21
1893,100.0,497,0.7000000000000001,0.4,88,0.25,61
1894,100.0,338,0.9,0.5,36,1.75,51
1895,100.0,426,0.1,0.6,68,2.25,41
1896,100.0,284,0.6,0.8,98,1.5,11
1897,100.0,860,0.30000000000000004,0.4,92,1.5,31
1898,100.0,673,0.2,0.30000000000000004,65,0.75,21
1899,100.0,721,0.4,0.1,27,1.75,71
1900,100.0,406,0.5,0.8,90,3.0,41
1901,100.0,570,0.6,0.9,23,1.0,1
1902,100.0,546,0.7000000000000001,0.30000000000000004,73,2.5,61
1903,100.0,626,0.1,0.5,80,0.5,31
1904,100.0,310,0.30000000000000004,0.2,7,1.25,21
1905,100.0,359,0.8,0.5,83,1.5,41
1906,100.0,938,0.4,0.6,60,0.25,51
1907,100.0,520,0.2,0.4,46,0.75,21
1908,100.0,758,0.5,0.8,69,1.75,31
1909,100.0,456,0.9,0.4,95,1.25,11
1910,100.0,835,0.6,0.30000000000000004,86,1.5,81
1911,100.0,240,0.7000000000000001,0.7000000000000001,88,2.0,41
1912,100.0,660,0.1,0.30000000000000004,50,2.25,61
1913,0.0,380,0.30000000000000004,0.6,0,0.5,41
1914,100.0,300,0.30000000000000004,0.1,76,1.75,71
1915,100.0,691,0.6,0.9,18,1.0,11
1916,100.0,183,0.4,0.5,66,1.5,31
1917,100.0,443,0.8,0.2,72,3.0,21
1918,100.0,590,0.2,0.4,92,1.25,51
1919,100.0,272,0.7000000000000001,0.30000000000000004,54,1.5,41
1920,100.0,326,0.1,0.8,39,0.75,21
1921,100.0,632,0.5,0.7000000000000001,64,2.75,31
1922,100.0,809,0.9,0.6,100,2.0,11
1923,100.0,485,0.6,0.5,48,1.75,51
1924,100.0,393,0.30000000000000004,0.4,97,1.5,61
1925,100.0,909,0.2,0.2,94,2.25,31
1926,100.0,426,0.7000000000000001,0.30000000000000004,13,0.25,61
1927,100.0,360,0.4,0.30000000000000004,44,1.25,1
1928,100.0,220,0.1,0.9,70,1.0,41
1929,100.0,255,0.5,0.5,90,0.75,81
1930,100.0,560,0.30000000000000004,0.7000000000000001,83,2.0,41
1931,100.0,652,0.6,0.6,78,1.5,21
1932,100.0,730,0.4,0.8,67,0.5,31
1933,100.0,609,0.2,0.1,62,1.25,51
1934,100.0,524,0.9,0.4,88,1.75,11
1935,100.0,343,0.6,0.30000000000000004,52,1.25,41
1936,100.0,510,0.1,0.9,85,1.5,91
1937,100.0,463,0.8,0.8,93,0.25,31
1938,100.0,682,0.30000000000000004,0.4,58,3.0,71
1939,100.0,412,0.5,0.5,98,1.0,21
1940,100.0,960,0.7000000000000001,0.6,33,2.5,51
1941,100.0,293,0.4,0.30000000000000004,82,1.5,1
1942,100.0,370,0.2,0.4,74,1.75,41
1943,100.0,319,0.1,0.30000000000000004,70,1.75,11
1944,100.0,479,0.6,0.2,80,0.75,61
1945,100.0,710,0.5,0.5,20,2.25,21
1946,100.0,585,0.4,0.9,65,1.0,31
1947,100.0,550,0.30000000000000004,0.7000000000000001,60,0.5,41
1948,100.0,783,0.7000000000000001,0.8,90,0.75,41
1949,100.0,641,0.2,0.2,96,1.5,21
1950,100.0,850,0.30000000000000004,0.6,72,2.0,71
1951,100.0,282,0.9,0.5,68,0.25,61
1952,100.0,666,0.1,0.4,85,1.25,81
1953,100.0,395,0.8,0.1,93,2.75,31
1954,100.0,338,0.6,0.30000000000000004,56,3.0,11
1955,100.0,749,0.4,0.8,76,1.5,51
1956,100.0,239,0.5,0.5,63,1.5,21
1957,100.0,871,0.7000000000000001,0.7000000000000001,47,1.75,41
1958,100.0,501,0.6,0.6,87,0.75,31
1959,-100.0,208,0.2,0.30000000000000004,66,2.5,41
1960,100.0,983,0.30000000000000004,0.4,25,1.0,11
1961,100.0,431,0.9,0.8,29,1.25,51
1962,100.0,574,0.1,0.9,50,0.5,1
1963,100.0,621,0.8,0.30000000000000004,53,0.25,61
1964,100.0,605,0.7000000000000001,0.5,40,1.5,21
1965,100.0,260,0.6,0.2,95,1.75,31
1966,100.0,536,0.5,0.4,36,2.25,61
1967,100.0,700,0.2,0.30000000000000004,91,2.0,41
1968,100.0,303,0.30000000000000004,0.6,70,0.75,71
1969,100.0,354,0.4,0.5,9,1.5,21
1970,100.0,371,0.1,0.7000000000000001,5,1.25,41
1971,100.0,642,0.30000000000000004,0.2,89,1.75,31
1972,100.0,671,0.6,0.9,98,3.0,11
1973,100.0,327,0.7000000000000001,0.4,78,1.0,61
1974,100.0,894,0.5,0.30000000000000004,74,1.5,21
1975,100.0,469,0.2,0.7000000000000001,84,2.0,91
1976,100.0,277,0.4,0.6,67,0.25,51
1977,100.0,411,0.1,0.1,94,2.5,31
1978,100.0,621,0.30000000000000004,0.8,63,0.5,41
1979,100.0,444,0.9,0.5,81,1.75,11
1980,100.0,226,0.8,0.4,61,0.75,1
1981,100.0,387,0.6,0.30000000000000004,87,1.25,41
1982,100.0,683,0.6,0.30000000000000004,42,1.5,51
1983,100.0,309,0.1,0.9,31,2.75,21
1984,100.0,568,0.5,0.4,96,1.0,31
1985,100.0,657,0.2,0.6,100,1.25,81
1986,100.0,516,0.4,0.5,22,2.25,11
1987,100.0,823,0.30000000000000004,0.8,71,1.5,41
1988,100.0,595,0.7000000000000001,0.30000000000000004,92,1.75,61
1989,100.0,352,0.9,0.4,34,0.5,71
1990,100.0,496,0.30000000000000004,0.8,68,0.75,31
1991,100.0,341,0.1,0.7000000000000001,57,1.5,51
1992,-100.0,772,0.4,0.1,82,0.25,21
1993,100.0,103,0.6,0.5,16,2.0,41
1994,100.0,251,0.2,0.30000000000000004,51,1.25,11
1995,100.0,793,0.5,0.9,48,2.25,41
1996,100.0,546,0.7000000000000001,0.2,90,3.0,21
1997,100.0,393,0.6,0.6,27,1.75,71
1998,100.0,635,0.2,0.4,85,1.5,31
1999,100.0,288,0.9,0.5,65,1.0,1
2000,100.0,698,0.30000000000000004,0.30000000000000004,76,1.25,21
2001,100.0,370,0.1,0.6,54,0.5,61
2002,100.0,525,0.7000000000000001,0.8,45,0.75,51
2003,100.0,267,0.5,0.4,88,1.5,41
2004,100.0,472,0.30000000000000004,0.30000000000000004,72,1.0,11
2005,100.0,724,0.4,0.2,98,2.75,31
2006,100.0,324,0.8,0.9,79,1.75,61
2007,100.0,426,0.2,0.30000000000000004,96,2.5,21
2008,100.0,676,0.1,0.7000000000000001,92,0.25,51
2009,100.0,658,0.30000000000000004,0.5,59,0.75,41
2010,100.0,581,0.6,0.6,68,1.25,11
2011,100.0,620,0.5,0.4,94,1.5,31
2012,100.0,301,0.6,0.8,66,1.75,41
2013,100.0,935,0.7000000000000001,0.4,83,2.25,31
2014,100.0,454,0.9,0.2,37,3.0,21
2015,100.0,563,0.4,0.30000000000000004,64,1.5,71
2016,100.0,490,0.8,0.1,70,2.0,61
2017,100.0,600,0.30000000000000004,0.5,74,1.0,51
2018,100.0,737,0.1,0.9,90,1.5,41
2019,100.0,236,0.5,0.6,87,0.5,1
2020,100.0,188,0.2,0.7000000000000001,55,1.25,11
2021,100.0,379,0.6,0.5,61,1.75,31
2022,100.0,406,0.7000000000000001,0.8,52,0.25,31
2023,100.0,358,0.4,0.30000000000000004,85,0.75,81
2024,100.0,331,0.1,0.4,14,1.5,41
2025,100.0,883,0.30000000000000004,0.30000000000000004,97,2.0,91
2026,100.0,638,0.7000000000000001,0.7000000000000001,11,1.25,21
2027,100.0,533,0.9,0.5,49,1.75,61
2028,100.0,912,0.6,0.9,78,0.75,51
2029,100.0,261,0.30000000000000004,0.6,80,1.5,21
2030,100.0,202,0.2,0.4,94,3.0,41
2031,100.0,293,0.4,0.30000000000000004,43,2.5,1
2032,100.0,437,0.5,0.2,63,1.25,41
2033,100.0,505,0.8,0.8,69,0.25,11
2034,100.0,849,0.2,0.1,89,2.25,31
2035,100.0,315,0.1,0.5,66,1.0,21
2036,100.0,760,0.6,0.4,86,0.5,71
2037,100.0,705,0.5,0.30000000000000004,100,1.75,61
2038,100.0,609,0.30000000000000004,0.6,76,1.5,41
2039,100.0,653,0.2,0.7000000000000001,72,0.75,51
2040,100.0,545,0.4,0.9,91,2.0,11
2041,100.0,800,0.7000000000000001,0.5,24,1.5,31
2042,100.0,339,0.9,0.4,82,1.25,41
2043,100.0,221,0.1,0.8,46,2.75,81
2044,100.0,418,0.4,0.30000000000000004,96,1.75,21
2045,100.0,685,0.6,0.2,29,1.0,51
2046,100.0,475,0.30000000000000004,0.9,58,0.25,31
2047,100.0,376,0.7000000000000001,0.6,93,1.5,41
2048,100.0,273,0.8,0.8,68,0.75,61
2049,100.0,399,0.6,0.5,39,1.5,21
2050,100.0,956,0.1,0.7000000000000001,74,3.0,11
2051,100.0,248,0.30000000000000004,0.1,32,2.25,21
2052,100.0,582,0.5,0.30000000000000004,88,1.75,1
2053,100.0,832,0.9,0.2,64,1.25,31
2054,100.0,564,0.2,0.8,98,1.0,61
2055,100.0,667,0.1,0.4,84,1.5,71
2056,100.0,456,0.30000000000000004,0.30000000000000004,50,2.0,41
2057,100.0,361,0.5,0.6,60,0.5,91
2058,100.0,629,0.4,0.4,95,1.75,51
2059,100.0,308,0.2,0.5,71,0.25,41
2060,100.0,517,0.7000000000000001,0.7000000000000001,20,2.5,21
2061,100.0,710,0.6,0.30000000000000004,56,1.25,11
2062,100.0,604,0.8,0.4,91,0.75,31
2063,100.0,343,0.6,0.9,53,1.5,61
2064,100.0,319,0.1,0.6,66,1.5,41
2065,100.0,285,0.30000000000000004,0.5,18,1.0,51
2066,100.0,645,0.4,0.2,80,3.0,31
2067,100.0,494,0.9,0.30000000000000004,35,2.0,71
2068,100.0,435,0.5,0.8,62,2.75,11
2069,100.0,550,0.30000000000000004,0.30000000000000004,41,1.75,41
2070,100.0,385,0.4,0.5,69,0.25,31
2071,100.0,866,0.7000000000000001,0.4,86,0.5,21
2072,100.0,677,0.1,0.1,89,1.25,81
2073,100.0,259,0.6,0.2,3,2.25,41
2074,100.0,972,0.2,0.9,92,1.0,1
2075,100.0,586,0.5,0.30000000000000004,47,0.75,21
2076,100.0,166,0.7000000000000001,0.8,73,1.5,51
2077,100.0,807,0.6,0.7000000000000001,77,1.75,61
2078,100.0,415,0.30000000000000004,0.4,82,1.5,41
2079,100.0,232,0.9,0.6,98,2.5,11
2080,100.0,740,0.2,0.5,64,0.5,31
2081,100.0,482,0.8,0.9,93,1.75,31
2082,100.0,348,0.1,0.30000000000000004,51,0.75,51
2083,100.0,527,0.2,0.6,67,1.25,21
2084,100.0,628,0.4,0.4,44,1.5,61
2085,100.0,693,0.5,0.8,84,2.0,41
2086,100.0,280,0.6,0.7000000000000001,25,1.0,11
2087,100.0,665,0.30000000000000004,0.5,87,2.25,81
2088,100.0,463,0.1,0.30000000000000004,70,0.25,71
2089,100.0,364,0.7000000000000001,0.8,95,1.25,21
2090,100.0,301,0.9,0.6,27,3.0,41
2091,100.0,325,0.30000000000000004,0.4,90,0.5,31
2092,100.0,647,0.4,0.1,72,1.75,1
2093,100.0,613,0.6,0.2,76,1.5,51
2094,100.0,394,0.7000000000000001,0.9,61,0.75,31
2095,100.0,206,0.2,0.5,54,1.5,61
2096,100.0,718,0.1,0.30000000000000004,7,2.25,41
2097,100.0,564,0.8,0.5,38,1.25,21
2098,100.0,928,0.5,0.4,100,1.75,11
2099,100.0,501,0.30000000000000004,0.30000000000000004,58,1.0,41
2100,100.0,244,0.6,0.4,68,3.0,71
2101,100.0,444,0.4,0.7000000000000001,48,0.75,91
2102,100.0,378,0.30000000000000004,0.6,94,2.0,21
2103,100.0,540,0.2,0.8,65,2.5,51
2104,100.0,331,0.5,0.30000000000000004,81,1.5,21
2105,100.0,899,0.1,0.2,97,0.25,61
2106,100.0,758,0.6,0.9,88,1.25,31
2107,100.0,578,0.7000000000000001,0.5,86,1.75,41
2108,100.0,592,0.30000000000000004,0.30000000000000004,74,1.5,11
2109,100.0,355,0.9,0.4,78,1.0,11
2110,100.0,269,0.4,0.6,92,1.25,41
2111,100.0,295,0.1,0.8,34,0.25,31
2112,100.0,657,0.8,0.1,70,2.0,1
2113,100.0,679,0.2,0.7000000000000001,84,2.75,61
2114,100.0,417,0.5,0.5,56,0.5,41
2115,100.0,778,0.7000000000000001,0.30000000000000004,62,1.75,51
2116,100.0,822,0.6,0.9,97,0.75,21
2117,100.0,521,0.30000000000000004,0.30000000000000004,66,1.5,31
2118,100.0,628,0.9,0.2,75,1.5,81
2119,100.0,310,0.4,0.4,90,1.75,51
2120,100.0,483,0.6,0.6,52,2.25,71
2121,100.0,401,0.1,0.4,95,0.75,21
2122,100.0,605,0.2,0.5,29,1.25,41
2123,100.0,223,0.5,0.8,72,3.0,31
2124,100.0,338,0.7000000000000001,0.7000000000000001,23,1.25,11
2125,100.0,999,0.30000000000000004,0.4,59,0.5,1
2126,100.0,840,0.6,0.2,64,1.5,61
2127,100.0,561,0.4,0.30000000000000004,79,2.0,41
2128,100.0,372,0.8,0.5,67,1.0,21
2129,100.0,508,0.9,0.6,31,1.5,61
2130,100.0,699,0.30000000000000004,0.9,83,2.75,51
2131,100.0,641,0.1,0.1,88,0.75,41
2132,100.0,282,0.2,0.30000000000000004,69,1.75,11
2133,100.0,432,0.5,0.8,93,0.25,31
2134,100.0,464,0.6,0.6,49,2.25,21
2135,100.0,252,0.30000000000000004,0.7000000000000001,45,2.5,31
2136,100.0,180,0.4,0.4,86,1.25,41
2137,100.0,663,0.7000000000000001,0.2,42,1.5,51
2138,100.0,950,0.1,0.5,98,0.5,91
2139,100.0,547,0.6,0.8,91,1.75,71
2140,100.0,391,0.2,0.30000000000000004,96,1.0,11
2141,100.0,320,0.7000000000000001,0.30000000000000004,81,1.5,31
2142,100.0,879,0.8,0.4,71,0.25,41
2143,100.0,359,0.30000000000000004,0.9,63,3.0,21
2144,100.0,618,0.4,0.5,89,0.75,61
2145,100.0,343,0.5,0.30000000000000004,66,1.5,41
2146,100.0,453,0.1,0.4,99,1.0,71
2147,100.0,740,0.2,0.6,50,2.0,31
2148,100.0,684,0.7000000000000001,0.2,68,1.75,21
2149,100.0,295,0.9,0.5,55,1.25,1
2150,100.0,263,0.5,0.8,60,0.75,51
2151,100.0,593,0.30000000000000004,0.1,21,1.5,11
2152,100.0,645,0.6,0.30000000000000004,93,2.5,81
2153,100.0,714,0.1,0.7000000000000001,75,2.25,61
2154,100.0,487,0.2,0.9,83,1.75,21
2155,0.0,529,0.4,0.4,0,0.5,41
2156,100.0,411,0.6,0.6,37,1.25,31
2157,100.0,576,0.30000000000000004,0.5,85,0.25,41
2158,100.0,235,0.9,0.7000000000000001,17,3.0,21
2159,100.0,373,0.1,0.30000000000000004,53,1.5,51
2160,100.0,145,0.5,0.8,47,1.0,11
2161,100.0,915,0.8,0.30000000000000004,73,1.25,31
2162,100.0,503,0.4,0.9,79,2.0,41
2163,100.0,214,0.6,0.4,26,1.75,61
2164,100.0,787,0.7000000000000001,0.5,13,2.75,51
2165,100.0,311,0.30000000000000004,0.2,57,1.5,1
2166,100.0,672,0.9,0.8,95,0.75,11
2167,100.0,274,0.2,0.6,88,1.5,21
2168,100.0,436,0.1,0.4,92,1.0,71
2169,100.0,614,0.5,0.1,9,0.25,41
2170,100.0,554,0.6,0.30000000000000004,64,0.5,31
2171,100.0,349,0.30000000000000004,0.5,70,1.75,41
2172,100.0,811,0.7000000000000001,0.7000000000000001,90,1.5,61
2173,100.0,656,0.4,0.6,100,2.25,21
2174,100.0,329,0.2,0.9,67,0.75,91
2175,100.0,398,0.30000000000000004,0.30000000000000004,77,1.25,31
2176,100.0,854,0.4,0.5,33,1.75,61
2177,100.0,692,0.6,0.2,96,2.0,51
2178,100.0,979,0.7000000000000001,0.8,81,3.0,81
2179,100.0,641,0.1,0.4,40,1.5,11
2180,100.0,196,0.8,0.30000000000000004,62,1.25,41
2181,100.0,518,0.5,0.4,86,0.75,21
2182,100.0,296,0.30000000000000004,0.6,69,1.0,31
2183,100.0,468,0.2,0.7000000000000001,94,2.5,71
2184,100.0,385,0.9,0.8,50,1.5,41
2185,100.0,599,0.6,0.5,72,0.25,1
2186,100.0,420,0.1,0.9,65,0.5,41
2187,-100.0,245,0.5,0.30000000000000004,84,1.75,51
2188,100.0,632,0.2,0.4,44,1.25,61
2189,100.0,357,0.4,0.30000000000000004,30,1.5,11
2190,100.0,446,0.1,0.5,98,2.75,31
2191,100.0,727,0.30000000000000004,0.1,90,2.0,21
2192,100.0,566,0.7000000000000001,0.2,75,1.25,31
2193,100.0,486,0.6,0.6,88,3.0,41
2194,100.0,322,0.8,0.4,52,1.0,21
2195,100.0,757,0.30000000000000004,0.7000000000000001,60,2.25,51
2196,100.0,263,0.5,0.9,67,1.75,41
2197,100.0,538,0.9,0.30000000000000004,55,1.5,61
2198,100.0,283,0.7000000000000001,0.2,93,0.75,11
2199,100.0,674,0.6,0.5,91,0.5,81
2200,100.0,338,0.4,0.8,78,1.5,31
2201,100.0,578,0.1,0.4,86,1.75,21
2202,100.0,370,0.2,0.30000000000000004,35,0.25,71
2203,100.0,622,0.30000000000000004,0.7000000000000001,15,1.0,1
2204,100.0,503,0.6,0.6,96,2.5,11
2205,100.0,886,0.5,0.8,4,1.5,41
2206,100.0,309,0.7000000000000001,0.5,58,2.0,21
2207,100.0,698,0.4,0.30000000000000004,48,1.25,31
